OBJECTID,PlantNum,StemNum,Species,SpeciesType,SpType2,HeightClass,BDClass,PlotIdentity,PlotNum,PlotSp.Rich,UnderstorySp.Rich,OverstorySp.Rich,L1,L1DamType,L2,L2DamType,L3,L3DamType,L4,L4DamType,L5,L5DamType,AvgDamage,AvgDamageType,Xcoord,Ycoord,PlotSpRich
567,2811,1,linbe,3,3,2,1,9,4,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,471345.2926,93115.0649,
358,181,5,hamvi,3,3,2,1,9,4,8,5,3,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471342.0802,93110.9865,
576,2813,2,linbe,3,3,2,1,9,4,8,5,3,0,0,0,0,0,0,5,2,5,2,2,0.8,471342.8851,93112.3783,
589,2817,2,linbe,3,3,2,1,9,4,8,5,3,10,1,10,1,5,1,10,1,30,1,13,1,471343.9038,93108.6454,
654,2112,1,acepe,3,3,2,1,9,4,8,5,3,0,0,1,1,0,0,0,0,1,2,0.4,0.6,471336.1478,93113.487,
593,2819,2,linbe,3,3,2,1,9,4,8,5,3,0,0,0,0,0,0,25,2,1,2,5.2,0.8,471347.0205,93108.5425,
307,9105,1,linbe,3,3,2,1,9,4,8,5,3,20,1,20,1,50,1,30,1,10,1,26,1,471345.9361,93110.0409,
57,81,1,hamvi,3,3,2,2,9,4,8,5,3,1,1,0,0,1,1,5,1,5,1,2.4,0.8,471344.5864,93110.3778,
588,2817,1,linbe,3,3,2,2,9,4,8,5,3,5,1,1,1,5,1,5,1,0,0,3.2,0.8,471343.7209,93111.7457,
243,939,1,fraam,1,1,2,2,9,4,8,5,3,5,1,1,1,5,1,5,1,0,0,3.2,0.8,471338.6922,93112.0881,
615,1912,1,acepe,3,3,2,2,9,4,8,5,3,0,0,0,0,0,0,1,1,0,0,0.2,0.2,471338.3376,93109.1499,
616,1913,1,acepe,3,3,3,3,9,4,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,471341.8176,93103.9222,
629,1926,1,acepe,3,3,3,3,9,4,8,5,3,0,0,0,0,100,0,1,2,0,0,20.2,0.4,471338.1165,93114.3363,
683,1318,1,vacco,3,3,3,3,9,4,8,5,3,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471350.7157,93153.8851,
241,938,1,fraam,1,1,4,3,9,4,8,5,3,0,0,0,0,5,2,1,2,5,2,2.2,1.2,471346.3056,93102.6692,
150,2912,1,acepe,3,3,4,4,9,4,8,5,3,0,0,10,2,0,0,1,2,0,0,2.2,0.8,471336.3558,93116.8612,
657,2115,1,acepe,3,3,4,4,9,4,8,5,3,0,0,5,2,0,0,5,2,0,0,2,0.8,471336.3257,93112.6242,
162,2924,1,acepe,3,3,4,4,9,4,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,471338.9328,93113.9103,
661,2117,1,acepe,3,3,4,4,9,4,8,5,3,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471334.549,93112.6831,
117,850,1,toxra,3,3,1,1,11,5,5,3,2,10,2,20,2,0,0,5,2,1,2,7.2,1.6,471115.27,92974.6833,
276,972,1,fraam,1,1,1,1,11,5,5,3,2,1,1,20,2,1,2,1,2,20,1,8.6,1.6,471119.4663,92969.6648,
95,832,1,toxra,3,3,1,1,11,5,5,3,2,30,2,25,2,10,2,1,2,0,0,13.2,1.6,471115.41,92967.1746,
296,995,1,fraam,1,1,1,1,11,5,5,3,2,1,2,10,2,0,0,1,2,0,0,2.4,1.2,471113.8911,92971.7619,
265,961,1,fraam,1,1,1,1,11,5,5,3,2,5,2,75,2,60,2,20,2,75,2,47,2,471119.4516,92972.5796,
267,963,1,fraam,1,1,1,1,11,5,5,3,2,1,2,5,2,0,0,1,1,1,1,1.6,1.2,471117.8324,92973.1668,
295,994,1,fraam,1,1,1,1,11,5,5,3,2,5,2,0,0,0,0,1,2,0,0,1.2,0.8,471109.7823,92973.1574,
764,529,1,sasal,3,2,1,1,11,5,5,3,2,30,2,20,2,30,2,0,0,0,0,16,1.2,471114.8018,92975.622,
269,965,1,fraam,1,1,1,2,11,5,5,3,2,1,2,1,2,1,1,0,0,0,0,0.6,1,471123.5349,92970.8743,
277,973,1,fraam,1,1,2,1,11,5,5,3,2,1,1,0,0,20,2,0,0,1,2,4.4,1,471117.2743,92971.4437,
96,833,1,toxra,3,3,2,1,11,5,5,3,2,0,0,20,2,0,0,0,0,1,1,4.2,0.6,471115.2151,92968.3825,
105,839,1,toxra,3,3,2,1,11,5,5,3,2,10,2,30,2,40,2,0,0,0,0,16,1.2,471113.6187,92974.3959,
262,958,1,fraam,1,1,2,1,11,5,5,3,2,1,2,0,0,0,0,45,2,0,0,9.2,0.8,471120.0111,92971.6916,
271,967,1,fraam,1,1,2,1,11,5,5,3,2,0,0,0,0,1,2,0,0,10,1,2.2,0.6,471123.6272,92970.5521,
294,993,1,fraam,1,1,2,1,11,5,5,3,2,10,2,10,2,5,1,5,2,5,2,7,1.8,471111.8893,92970.1207,
93,830,1,toxra,3,3,2,1,11,5,5,3,2,0,0,0,0,0,0,0,0,1,2,0.2,0.4,471114.8239,92971.3169,
275,971,1,fraam,1,1,2,2,11,5,5,3,2,0,0,0,0,25,2,30,2,25,2,16,1.2,471121.7973,92973.4039,
102,837,2,rub1,3,3,2,2,11,5,5,3,2,0,0,2,2,0,0,1,2,5,2,1.6,1.2,471114.2757,92975.8918,
995,176,1,sasal,3,2,2,2,11,5,5,3,2,0,0,0,0,0,0,45,2,10,2,11,0.8,471116.5356,92974.4505,
108,842,1,toxra,3,3,2,2,11,5,5,3,2,0,0,0,0,10,2,0,0,1,2,2.2,0.8,471116.1118,92974.3672,
312,9109,1,fraam,1,1,2,2,11,5,5,3,2,10,2,0,0,1,2,5,2,1,2,3.4,1.6,471114.2713,92973.9004,
97,834,1,toxra,3,3,3,2,11,5,5,3,2,1,2,0,0,0,0,5,1,10,2,3.2,1,471113.3992,92974.2417,
286,983,1,fraam,1,1,3,3,11,5,5,3,2,1,1,25,2,55,1,10,2,0,0,18.2,1.2,471113.6616,92968.0491,
197,712,1,toxra,3,3,3,3,11,5,5,3,2,0,0,100,0,0,0,0,0,0,0,20,0,471114.2678,92971.4933,
274,970,1,fraam,1,1,3,3,11,5,5,3,2,10,2,5,2,0,0,1,2,0,0,3.2,1.2,471120.6019,92970.4324,
287,985,1,fraam,1,1,3,3,11,5,5,3,2,10,2,30,2,10,2,0,0,0,0,10,1.2,471115.0171,92968.6297,
292,991,1,fraam,1,1,3,3,11,5,5,3,2,30,2,25,2,10,2,0,0,1,2,13.2,1.6,471112.2731,92970.7295,
302,9100,1,fraam,1,1,3,3,11,5,5,3,2,0,0,25,2,10,2,0,0,5,2,8,1.2,471115.8155,92971.9986,
288,986,1,fraam,1,1,3,3,11,5,5,3,2,50,2,25,2,1,2,0,0,15,2,18.2,1.6,471114.5722,92968.4272,
291,990,1,fraam,1,1,3,3,11,5,5,3,2,1,2,10,2,10,2,15,2,25,2,12.2,2,471114.8948,92972.5291,
282,978,1,fraam,1,1,3,3,11,5,5,3,2,1,1,1,2,1,1,1,1,0,0,0.8,1,471116.7198,92969.1153,
279,975,1,fraam,1,1,3,3,11,5,5,3,2,1,2,0,0,25,2,0,0,30,2,11.2,1.2,471118.7964,92972.2996,
278,974,1,fraam,1,1,3,3,11,5,5,3,2,1,2,0,0,10,2,0,0,0,0,2.2,0.8,471117.6092,92971.2255,
289,988,1,fraam,1,1,3,3,11,5,5,3,2,0,0,1,1,1,1,0,0,0,0,0.4,0.4,471111.9704,92969.8634,
732,55,1,faggr,1,1,3,3,11,5,5,3,2,5,0,1,2,5,2,1,2,25,2,7.4,1.6,471116.3821,92974.8836,
285,981,1,fraam,1,1,3,3,11,5,5,3,2,1,2,5,2,0,0,30,2,1,1,7.4,1.4,471114.1327,92970.0418,
273,969,1,fraam,1,1,3,3,11,5,5,3,2,1,1,1,2,1,1,1,2,1,1,1,1.4,471118.0784,92973.4761,
329,1113,1,fraam,1,1,4,3,11,5,5,3,2,1,2,75,2,0,0,10,2,10,2,19.2,1.6,471114.1081,92974.1249,
713,242,1,rub1,3,3,4,3,11,5,5,3,2,1,2,1,1,0,0,1,2,1,1,0.8,1.2,471115.242,92974.2334,
281,977,1,fraam,1,1,4,4,11,5,5,3,2,1,2,1,2,0,0,0,0,0,0,0.4,0.8,471118.0609,92970.5606,
28,2119,6,rosmu,3,3,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471471.7629,91087.7323,
75,816,1,faggr,1,1,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471471.9236,91084.0367,
219,918,1,rosmu,3,3,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471473.401,91083.3675,
376,1814,1,rub1,3,3,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471468.8731,91085.4878,
757,523,1,faggr,1,1,1,1,13,6,5,4,1,25,2,25,2,0,0,0,0,10,2,12,1.2,471471.0689,91089.3843,
733,56,1,faggr,1,1,1,1,13,6,5,4,1,10,2,5,2,0,0,0,0,0,0,3,0.8,471471.5907,91089.392,
113,846,1,faggr,1,1,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471467.9317,91082.8745,
80,819,1,faggr,1,1,1,1,13,6,5,4,1,30,1,0,0,0,0,1,2,1,2,6.4,1,471473.4424,91082.5685,
551,286,2,linbe,3,3,1,1,13,6,5,4,1,1,2,0,0,0,0,0,0,1,2,0.4,0.8,471472.534,91084.4143,
74,815,1,faggr,1,1,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471470.7944,91083.5601,
31,2121,1,faggr,1,1,1,1,13,6,5,4,1,10,2,25,2,10,2,0,0,0,0,9,1.2,471470.6323,91084.4066,
13,2111,1,faggr,1,1,1,1,13,6,5,4,1,0,0,25,1,10,1,5,1,1,1,8.2,0.8,471469.0793,91081.1933,
145,297,1,faggr,1,1,1,1,13,6,5,4,1,5,2,0,0,0,0,0,0,0,0,1,0.4,471470.991,91089.5281,
200,715,1,rosmu,3,3,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471474.1749,91086.6247,
321,115,1,rosmu,3,3,1,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471471.7636,91089.1437,
132,867,1,faggr,1,1,1,1,13,6,5,4,1,0,0,10,1,1,1,1,2,1,1,2.6,1,471469.4192,91085.1453,
348,1131,1,faggr,1,1,1,1,13,6,5,4,1,0,0,60,2,30,2,10,2,10,2,22,1.6,471466.5032,91080.869,
163,2925,1,rub1,3,3,1,1,13,6,5,4,1,0,0,0,0,10,2,0,0,0,0,2,0.4,471467.6411,91089.1972,
73,814,1,faggr,1,1,1,1,13,6,5,4,1,0,0,1,2,0,0,0,0,1,2,0.4,0.8,471470.6951,91085.0182,
340,1123,1,rosmu,3,3,1,1,13,6,5,4,1,0,0,10,1,0,0,0,0,0,0,2,0.2,471474.1857,91083.302,
94,831,1,faggr,1,1,1,1,13,6,5,4,1,0,0,0,0,10,1,0,0,20,2,6,0.6,471465.7479,91078.5357,
253,949,1,faggr,1,1,1,1,13,6,5,4,1,0,0,1,2,0,0,1,1,0,0,0.4,0.6,471470.2241,91083.5802,
14,2112,1,faggr,1,1,1,2,13,6,5,4,1,0,0,5,2,1,2,1,2,5,1,2.4,1.4,471470.0898,91082.4701,
87,825,1,faggr,1,1,2,1,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471474.236,91081.8298,
101,837,1,rub1,3,3,3,3,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471468.4075,91086.9124,
175,2933,1,faggr,1,1,3,3,13,6,5,4,1,0,0,0,0,1,2,0,0,5,2,1.2,0.8,471467.4265,91087.754,
156,2918,1,faggr,1,1,4,3,13,6,5,4,1,0,0,0,0,0,0,0,0,1,2,0.2,0.4,471472.2316,91087.8209,
72,813,1,faggr,1,1,4,3,13,6,5,4,1,0,0,0,0,5,2,0,0,0,0,1,0.4,471470.9545,91084.0742,
40,2128,1,faggr,1,1,4,3,13,6,5,4,1,0,0,1,2,0,0,0,0,0,0,0.2,0.4,471464.3561,91092.8795,
37,2125,1,faggr,1,1,4,3,13,6,5,4,1,0,0,0,0,5,2,0,0,0,0,1,0.4,471468.9178,91086.2218,
176,2933,2,faggr,1,1,4,4,13,6,5,4,1,10,2,0,0,0,0,5,2,0,0,3,0.8,471464.0077,91084.2011,
38,2126,1,faggr,1,1,4,3,13,6,5,4,1,0,0,1,2,1,2,0,0,0,0,0.4,0.8,471470.2968,91086.823,
722,249,1,faggr,1,1,4,3,13,6,5,4,1,0,0,0,0,0,0,0,0,1,1,0.2,0.2,471471.0633,91087.6522,
747,516,1,faggr,1,1,4,4,13,6,5,4,1,0,0,5,2,1,2,0,0,0,0,1.2,0.8,471473.3676,91085.1033,
202,92,1,cra1,3,3,4,4,13,6,5,4,1,20,1,20,1,5,1,25,1,30,1,20,1,471469.7212,91077.0864,
759,525,1,faggr,1,1,4,4,13,6,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,471470.9999,91086.9211,
27,2119,5,rosmu,3,3,1,1,14,7,9,5,4,0,0,0,0,5,2,0,0,0,0,1,0.4,471108.786,90608.6348,
612,199,1,queru,1,1,1,1,14,7,9,5,4,10,2,5,1,1,2,1,1,1,1,3.6,1.4,471104.4311,90607.1806,
142,295,1,queru,1,1,1,1,14,7,9,5,4,0,0,5,2,0,0,0,0,0,0,1,0.4,471104.4796,90606.816,
56,2142,1,carca,3,3,1,1,14,7,9,5,4,40,2,10,2,20,2,0,0,0,0,14,1.2,471103.082,90612.4868,
609,196,1,queru,1,1,1,2,14,7,9,5,4,10,1,5,1,1,1,0,0,0,0,3.2,0.6,471105.1668,90609.3321,
10,218,1,cra1,3,3,1,2,14,7,9,5,4,0,0,1,1,0,0,10,2,0,0,2.2,0.6,471102.6957,90609.1163,
318,112,2,betle,1,2,2,1,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471103.7602,90612.4778,
48,2135,1,carca,3,3,2,1,14,7,9,5,4,1,1,0,0,1,2,1,1,0,0,0.6,0.8,471105.3526,90610.8487,
250,946,1,cra1,3,3,2,1,14,7,9,5,4,0,0,1,1,0,0,0,0,1,2,0.4,0.6,471102.6183,90604.255,
35,2123,2,carca,3,3,2,1,14,7,9,5,4,1,2,1,2,0,0,0,0,10,1,2.4,1,471104.5894,90625.4101,
255,951,1,cra1,3,3,2,1,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471106.7034,90602.9945,
34,2123,1,carca,3,3,2,1,14,7,9,5,4,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471105.4204,90623.6266,
320,114,1,betle,1,2,2,1,14,7,9,5,4,10,2,0,0,1,1,0,0,0,0,2.2,0.6,471108.9467,90606.5206,
237,934,1,cra1,3,3,2,1,14,7,9,5,4,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471103.1955,90604.3852,
290,989,1,carov,1,1,2,1,14,7,9,5,4,0,0,0,0,20,2,0,0,0,0,4,0.4,471109.8754,90609.4085,
211,910,1,corfl,3,2,2,1,14,7,9,5,4,75,2,40,2,10,2,0,0,50,2,35,1.6,471111.2119,90600.2519,
249,945,1,carov,1,1,2,1,14,7,9,5,4,0,0,0,0,0,0,0,0,1,1,0.2,0.2,471110.9886,90611.6781,
359,182,1,queru,1,1,2,1,14,7,9,5,4,0,0,0,0,1,1,0,0,0,0,0.2,0.2,471104.7675,90605.9119,
558,287,1,cra1,3,3,2,1,14,7,9,5,4,0,0,0,0,5,2,0,0,0,0,1,0.4,471103.8033,90607.0574,
284,980,1,cra1,3,3,2,1,14,7,9,5,4,5,2,0,0,0,0,5,1,25,2,7,1,471105.1745,90602.5001,
266,962,1,cra1,3,3,2,1,14,7,9,5,4,0,0,10,1,0,0,0,0,0,0,2,0.2,471107.0114,90598.8446,
736,59,1,betle,1,2,2,1,14,7,9,5,4,25,2,0,0,10,2,10,2,10,2,11,1.6,471105.0713,90610.2495,
23,2119,1,rosmu,3,3,2,1,14,7,9,5,4,40,1,1,1,10,1,0,0,25,1,15.2,0.8,471106.412,90606.5945,
317,112,1,betle,1,2,2,1,14,7,9,5,4,0,0,10,2,0,0,0,0,1,1,2.2,0.6,471104.6571,90609.4142,
201,91,1,corfl,3,2,2,1,14,7,9,5,4,1,1,0,0,1,1,0,0,0,0,0.4,0.4,471105.5705,90604.2932,
599,2823,2,carca,3,3,2,1,14,7,9,5,4,0,0,10,1,1,2,5,1,10,1,5.2,1,471110.9728,90608.2513,
49,2136,1,carca,3,3,2,1,14,7,9,5,4,0,0,0,0,0,0,0,0,10,2,2,0.4,471111.2557,90608.5145,
247,943,1,carov,1,1,2,1,14,7,9,5,4,0,0,0,0,0,0,5,1,5,2,2,0.6,471109.8172,90606.0152,
537,281,2,carca,3,3,2,1,14,7,9,5,4,0,0,1,2,0,0,5,2,0,0,1.2,0.8,471108.0122,90618.8586,
251,947,1,cra1,3,3,2,1,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471105.7625,90603.7131,
182,72,1,queru,1,1,2,2,14,7,9,5,4,0,0,0,0,0,0,35,1,0,0,7,0.2,471102.4881,90608.1652,
69,810,1,queru,1,1,2,2,14,7,9,5,4,30,1,40,1,40,1,0,0,0,0,22,0.6,471102.6083,90609.0709,
600,2823,3,carca,3,3,2,2,14,7,9,5,4,0,0,10,1,10,1,10,1,1,1,6.2,0.8,471104.6247,90611.2114,
319,113,1,betle,1,2,2,2,14,7,9,5,4,0,0,0,0,0,0,1,1,0,0,0.2,0.2,471108.5286,90608.7615,
85,824,1,carov,1,1,2,2,14,7,9,5,4,1,1,0,0,0,0,5,1,5,2,2.2,0.8,471110.7802,90604.9349,
26,2119,4,rosmu,3,3,2,2,14,7,9,5,4,0,0,5,2,0,0,25,2,5,2,7,1.2,471119.2136,90592.4134,
212,911,1,cra1,3,3,2,2,14,7,9,5,4,0,0,0,0,5,2,0,0,0,0,1,0.4,471100.0909,90602.2658,
226,925,1,cra1,3,3,2,2,14,7,9,5,4,30,1,40,1,5,2,0,0,20,1,19,1,471100.3805,90605.675,
256,952,1,queru,1,1,2,2,14,7,9,5,4,0,0,5,2,5,2,0,0,0,0,2,0.8,471103.0203,90608.0382,
53,2139,1,carca,3,3,2,2,14,7,9,5,4,1,1,1,1,0,0,0,0,0,0,0.4,0.4,471104.3767,90611.4301,
368,186,1,queru,1,1,2,2,14,7,9,5,4,20,1,0,0,0,0,0,0,0,0,4,0.2,471104.469,90606.3267,
264,960,1,queru,1,1,3,2,14,7,9,5,4,0,0,15,2,0,0,10,2,10,2,7,1.2,471104.536,90606.8355,
216,915,1,cra1,3,3,3,2,14,7,9,5,4,0,0,20,1,0,0,0,0,0,0,4,0.2,471103.7023,90606.6564,
598,2823,1,carca,3,3,3,2,14,7,9,5,4,0,0,0,0,0,0,25,2,25,2,10,0.8,471105.2734,90611.895,
656,2114,1,cra1,3,3,3,2,14,7,9,5,4,10,1,0,0,0,0,0,0,0,0,2,0.2,471107.7017,90602.3226,
222,921,1,cra1,3,3,3,2,14,7,9,5,4,0,0,0,0,10,2,20,2,0,0,6,0.8,471105.259,90609.6055,
230,928,1,cra1,3,3,3,2,14,7,9,5,4,25,2,10,1,0,0,0,0,0,0,7,0.6,471104.1894,90604.3448,
228,927,1,cra1,3,3,3,2,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471101.9594,90604.3355,
227,926,1,cra1,3,3,3,2,14,7,9,5,4,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471103.55,90605.0585,
566,2810,1,carca,3,3,3,2,14,7,9,5,4,0,0,1,2,0,0,1,1,1,2,0.6,1,471104.4162,90610.9657,
306,9104,1,quest,3,3,3,2,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471105.2646,90605.0888,
36,2124,1,rosmu,3,3,3,2,14,7,9,5,4,1,1,0,0,0,0,10,2,0,0,2.2,0.6,471103.4121,90607.051,
139,292,1,queru,1,1,3,2,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471105.4352,90606.3962,
536,281,1,carca,3,3,3,2,14,7,9,5,4,0,0,25,2,0,0,10,2,0,0,7,0.8,471111.2734,90607.6472,
298,996,1,cra1,3,3,3,2,14,7,9,5,4,25,1,35,1,10,1,0,0,0,0,14,0.6,471110.0684,90599.2502,
43,2132,1,carca,3,3,3,2,14,7,9,5,4,0,0,0,0,10,2,0,0,1,1,2.2,0.6,471110.7746,90610.8199,
301,999,1,cra1,3,3,3,2,14,7,9,5,4,0,0,1,1,0,0,0,0,1,1,0.4,0.4,471112.3215,90601.0654,
25,2119,3,rosmu,3,3,3,2,14,7,9,5,4,0,0,1,2,0,0,5,2,0,0,1.2,0.8,471103.6517,90610.7493,
323,117,1,cargl,1,1,3,2,14,7,9,5,4,0,0,5,2,0,0,10,1,30,1,9,0.8,471111.0678,90606.4219,
52,2138,1,carca,3,3,3,2,14,7,9,5,4,0,0,0,0,1,2,1,2,0,0,0.4,0.8,471104.6273,90613.0692,
7,215,1,carov,1,1,3,2,14,7,9,5,4,1,1,0,0,0,0,0,0,0,0,0.2,0.2,471108.2727,90604.2492,
730,53,1,betle,1,2,3,2,14,7,9,5,4,0,0,0,0,1,1,25,2,0,0,5.2,0.6,471103.9466,90610.99,
213,912,1,cra1,3,3,3,2,14,7,9,5,4,10,1,0,0,10,1,30,1,0,0,10,0.6,471103.2085,90606.0458,
645,214,1,queru,1,1,3,2,14,7,9,5,4,0,0,1,2,1,2,1,2,0,0,0.6,1.2,471104.6016,90606.6236,
3,211,1,carca,3,3,3,2,14,7,9,5,4,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471111.9054,90612.2383,
299,997,1,cra1,3,3,3,2,14,7,9,5,4,0,0,5,2,5,2,0,0,30,1,8,1,471106.7982,90603.4905,
189,77,1,betle,1,2,3,3,14,7,9,5,4,10,1,5,1,0,0,0,0,1,2,3.2,0.8,471102.8516,90608.7546,
41,2130,1,carca,3,3,3,3,14,7,9,5,4,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471104.1733,90620.7457,
39,2127,1,carca,3,3,3,3,14,7,9,5,4,25,1,0,0,0,0,20,2,1,2,9.2,1,471110.5356,90610.7745,
209,98,1,cra1,3,3,3,3,14,7,9,5,4,0,0,0,0,25,2,0,0,10,2,7,0.8,471103.9067,90608.7735,
44,2133,1,carov,1,1,3,3,14,7,9,5,4,0,0,10,2,0,0,1,2,0,0,2.2,0.8,471110.5796,90604.2163,
18,2115,1,carca,3,3,3,3,14,7,9,5,4,1,2,0,0,0,0,0,0,1,1,0.4,0.6,471107.0599,90626.4749,
223,922,1,cra1,3,3,3,3,14,7,9,5,4,5,2,0,0,0,0,0,0,25,1,6,0.6,471103.1385,90603.1961,
280,976,1,carov,1,1,3,3,14,7,9,5,4,0,0,0,0,5,2,0,0,0,0,1,0.4,471111.0076,90607.3648,
601,2824,1,cargl,1,1,3,3,14,7,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,471116.8627,90599.6758,
141,294,1,cra1,3,3,3,3,14,7,9,5,4,0,0,5,2,5,2,0,0,0,0,2,0.8,471105.2734,90604.9494,
297,996,1,cra1,3,3,3,3,14,7,9,5,4,10,1,0,0,5,1,1,2,10,1,5.2,1,471108.0002,90601.8142,
729,52,1,betle,1,2,4,3,14,7,9,5,4,5,2,0,0,0,0,25,2,0,0,6,0.8,471107.3622,90616.1708,
559,287,2,cra1,3,3,4,3,14,7,9,5,4,0,0,0,0,0,0,5,2,0,0,1,0.4,471105.898,90606.8717,
24,2119,2,rosmu,3,3,4,3,14,7,9,5,4,0,0,1,2,0,0,0,0,0,0,0.2,0.4,471121.4791,90588.2538,
377,1815,1,queru,1,1,1,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471111.2021,90513.754,
153,2915,1,queru,1,1,1,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471107.7908,90517.8973,
416,1721,1,queru,1,1,2,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471105.4678,90528.707,
665,2120,1,queru,1,1,2,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471109.216,90515.6642,
664,2119,1,queru,1,1,2,1,15,8,3,0,3,0,0,5,2,1,2,0,0,0,0,1.2,0.8,471103.7444,90517.6466,
636,1932,1,queru,1,1,2,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471105.5117,90519.7095,
632,1929,1,queru,1,1,2,1,15,8,3,0,3,40,1,0,0,30,1,0,0,0,0,14,0.4,471102.7744,90523.896,
641,1937,1,queru,1,1,2,1,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471107.6931,90517.3129,
639,1935,1,queru,1,1,2,1,15,8,3,0,3,5,2,0,0,5,2,25,2,0,0,7,1.2,471107.8991,90516.4121,
628,1925,1,queru,1,1,2,2,15,8,3,0,3,20,1,0,0,0,0,0,0,0,0,4,0.2,471106.7696,90528.6947,
635,1931,1,queru,1,1,2,2,15,8,3,0,3,5,1,0,0,0,0,10,1,0,0,3,0.4,471107.2358,90520.0737,
633,1929,1,queru,1,1,3,2,15,8,3,0,3,0,0,10,1,5,1,0,0,0,0,3,0.4,471106.8414,90518.7723,
698,1331,1,queru,1,1,3,3,15,8,3,0,3,10,2,0,0,0,0,0,0,0,0,2,0.4,471148.8202,90511.3421,
385,1820,1,queru,1,1,3,3,15,8,3,0,3,30,1,30,1,0,0,40,1,20,1,24,0.8,471108.6309,90519.8379,
618,1915,1,quepr,1,1,3,3,15,8,3,0,3,0,0,1,2,0,0,0,0,5,2,1.2,0.8,471108.263,90518.3167,
158,2920,1,queru,1,1,3,3,15,8,3,0,3,0,0,10,1,0,0,15,2,10,1,7,0.8,471110.9391,90524.4512,
611,198,1,betle,1,2,4,4,15,8,3,0,3,15,2,2,1,1,2,0,0,1,1,3.8,1.2,469215.4031,88960.0168,
322,116,1,betle,1,2,4,4,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471108.5029,90515.5864,
606,193,1,betle,1,2,4,4,15,8,3,0,3,1,1,5,1,1,2,0,0,10,1,3.4,1,471108.3095,90515.8945,
607,194,1,betle,1,2,4,4,15,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471113.2369,90520.1853,
792,202,1,betle,1,2,1,1,17,17,3,0,3,10,2,10,2,1,1,1,1,1,1,4.6,1.4,471223.4136,90222.0986,
762,527,1,betle,1,2,1,1,17,17,3,0,3,10,2,50,2,25,1,1,1,0,0,17.2,1.2,471223.2073,90217.8915,
111,845,1,betle,1,2,1,1,17,17,3,0,3,0,0,90,2,1,2,0,0,0,0,18.2,0.8,471227.4569,90216.0671,
70,811,1,betle,1,2,1,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471225.4248,90223.1037,
699,1332,1,queal,1,1,1,1,17,17,3,0,3,0,0,1,2,0,0,1,1,10,2,2.4,1,471226.6976,90220.4186,
643,212,1,betle,1,2,1,1,17,17,3,0,3,1,2,1,2,0,0,0,0,0,0,0.4,0.8,471219.883,90218.4755,
82,821,1,betle,1,2,1,1,17,17,3,0,3,0,0,80,2,10,2,5,2,1,1,19.2,1.4,471220.8945,90216.3567,
109,843,1,betle,1,2,1,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471222.1465,90220.7007,
106,840,1,betle,1,2,1,1,17,17,3,0,3,60,2,25,2,0,0,0,0,5,2,18,1.2,471222.9843,90221.7965,
761,526,1,betle,1,2,1,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471221.5636,90212.3922,
