OBJECTID,PlantNum,StemNum,Species,SpeciesType,SpType2,HeightClass,BDClass,PlotIdentity,PlotNum,PlotSp.Rich,UnderstorySp.Rich,OverstorySp.Rich,L1,L1DamType,L2,L2DamType,L3,L3DamType,L4,L4DamType,L5,L5DamType,AvgDamage,AvgDamageType,Xcoord,Ycoord,PlotSpRich
19,2116,1,queal,1,1,1,1,17,17,3,0,3,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471226.7167,90234.4435,
739,511,2,betle,1,2,1,1,17,17,3,0,3,5,2,1,2,0,0,0,0,10,2,3.2,1.2,471227.2146,90216.5789,
791,201,1,betle,1,2,1,1,17,17,3,0,3,0,0,0,0,10,1,1,1,1,1,2.4,0.6,471224.2073,90230.1721,
103,838,1,betle,1,2,1,1,17,17,3,0,3,60,2,1,2,5,2,0,0,0,0,13.2,1.2,471226.5487,90216.2209,
715,244,1,betle,1,2,1,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471219.1455,90220.5606,
799,209,1,betle,1,2,1,2,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471220.5622,90220.8883,
703,1337,1,queal,1,1,1,2,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471209.9257,90177.9345,
700,1333,1,queal,1,1,2,1,17,17,3,0,3,1,1,1,2,1,2,0,0,0,0,0.6,1,471225.717,90222.6841,
668,312,1,queal,1,1,2,1,17,17,3,0,3,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471221.8352,90223.2328,
84,823,1,betle,1,2,2,1,17,17,3,0,3,0,0,0,0,0,0,5,2,0,0,1,0.4,471226.1505,90214.5033,
83,822,1,betle,1,2,2,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471225.9122,90214.8205,
758,524,1,betle,1,2,2,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471224.3268,90216.2817,
737,510,1,betle,1,2,2,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471218.9266,90213.0129,
697,1330,1,queal,1,1,2,1,17,17,3,0,3,0,0,25,2,0,0,1,2,0,0,5.2,0.8,471229.2338,90218.0512,
741,511,4,betle,1,2,2,1,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471225.3806,90216.0026,
88,826,1,betle,1,2,2,2,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471229.4655,90216.9268,
796,206,1,betle,1,2,2,2,17,17,3,0,3,5,2,5,2,25,2,30,2,10,2,15,2,471220.0312,90217.8473,
702,1335,1,queal,1,1,2,2,17,17,3,0,3,0,0,0,0,25,2,0,0,1,2,5.2,0.8,471223.772,90218.9947,
798,208,1,betle,1,2,2,2,17,17,3,0,3,5,2,1,2,0,0,0,0,1,2,1.4,1.2,471219.9608,90228.3201,
793,203,1,betle,1,2,2,2,17,17,3,0,3,5,2,10,2,0,0,0,0,0,0,3,0.8,471218.7929,90215.3529,
112,846,1,betle,1,2,2,3,17,17,3,0,3,10,2,25,2,40,2,10,2,5,2,18,2,471225.4091,90217.442,
626,1923,1,queal,1,1,2,3,17,17,3,0,3,40,1,0,0,0,0,0,0,25,1,13,0.4,471217.2425,90189.1365,
740,511,3,betle,1,2,2,3,17,17,3,0,3,0,0,1,2,5,2,0,0,0,0,1.2,0.8,471230.4235,90217.1376,
695,1328,1,queal,1,1,3,2,17,17,3,0,3,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471232.54,90232.8011,
696,1329,1,queal,1,1,3,2,17,17,3,0,3,0,0,1,2,0,0,30,2,25,2,11.2,1.2,471236.7484,90219.7046,
692,1326,1,queal,1,1,3,2,17,17,3,0,3,1,1,5,2,25,2,1,2,1,2,6.6,1.8,471227.1671,90219.7348,
540,283,1,betle,1,2,3,2,17,17,3,0,3,10,2,5,2,1,2,1,2,30,2,9.4,2,471217.9882,90204.4551,
689,1323,1,queal,1,1,3,3,17,17,3,0,3,0,0,0,0,1,2,1,2,25,2,5.4,1.2,471228.9437,90230.4634,
144,296,1,betle,1,2,3,3,17,17,3,0,3,1,2,5,2,0,0,1,2,1,2,1.6,1.6,471210.7684,90212.4676,
784,237,1,queal,1,1,3,3,17,17,3,0,3,0,0,10,2,1,1,0,0,5,2,3.2,1,471235.5433,90236.7403,
638,1934,1,quepr,1,1,3,3,17,17,3,0,3,0,0,5,2,1,2,5,2,1,2,2.4,1.6,471227.921,90232.523,
91,829,1,queal,1,1,3,3,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471227.5286,90229.9148,
90,828,1,betle,1,2,3,3,17,17,3,0,3,10,2,1,2,0,0,5,2,5,2,4.2,1.6,471228.5905,90215.3945,
738,511,1,betle,1,2,3,3,17,17,3,0,3,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471218.9288,90214.8099,
797,207,1,betle,1,2,3,3,17,17,3,0,3,0,0,10,2,5,2,10,2,10,2,7,1.6,471218.2073,90217.1553,
92,829,1,betle,1,2,4,4,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471218.2604,90226.0312,
100,836,1,betle,1,2,4,4,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471229.9281,90218.2668,
146,298,1,betle,1,2,4,4,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471215.6761,90217.4037,
625,1921,1,quepr,1,1,4,4,17,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,471108.2193,90523.3485,
326,1110,1,betle,1,2,1,1,18,9,3,1,2,0,0,5,1,1,1,1,2,5,2,2.4,1.2,471192.3246,89980.7182,
341,1124,1,betle,1,2,1,1,18,9,3,1,2,1,1,1,2,1,1,0,0,0,0,0.6,0.8,471192.6988,89985.9428,
220,919,1,pruse,1,1,1,1,18,9,3,1,2,1,1,1,2,1,1,1,1,0,0,0.8,1,471190.0394,89989.8618,
753,521,1,pruse,1,1,1,1,18,9,3,1,2,5,2,70,2,5,1,1,1,0,0,16.2,1.2,471193.9531,89980.5676,
361,183,1,pruse,1,1,1,1,18,9,3,1,2,0,0,10,2,30,2,0,0,0,0,8,0.8,471186.1754,89984.9587,
190,78,1,pruse,1,1,1,1,18,9,3,1,2,30,2,25,2,60,2,0,0,0,0,23,1.2,471182.9551,89987.6747,
342,1125,1,betle,1,2,1,1,18,9,3,1,2,0,0,50,2,1,2,5,2,1,2,11.4,1.6,471194.9232,89986.7918,
748,517,1,pruse,1,1,1,1,18,9,3,1,2,25,1,1,0,0,0,0,0,0,0,5.2,0.2,471191.8973,89983.9546,
610,197,1,pruse,1,1,1,1,18,9,3,1,2,10,1,1,1,1,1,0,0,0,0,2.4,0.6,471187.7602,89986.8697,
343,1126,1,betle,1,2,1,1,18,9,3,1,2,0,0,25,2,20,2,0,0,0,0,9,0.8,471195.7888,89980.8049,
328,1112,1,betle,1,2,1,1,18,9,3,1,2,5,2,0,0,25,2,0,0,10,2,8,1.2,471196.0234,89978.7821,
336,1119,1,betle,1,2,1,1,18,9,3,1,2,0,0,1,1,0,0,0,0,0,0,0.2,0.2,471195.0711,89982.2904,
133,868,1,betle,1,2,1,1,18,9,3,1,2,5,2,10,2,1,2,0,0,25,2,8.2,1.6,471187.5475,89982.4371,
337,1120,1,betle,1,2,1,1,18,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,471195.3017,89984.8067,
198,713,1,pruse,1,1,1,2,18,9,3,1,2,20,1,30,1,1,2,5,2,20,1,15.2,1.4,471194.1864,89985.5892,
371,189,1,pruse,1,1,2,2,18,9,3,1,2,0,0,5,2,1,2,4,2,1,2,2.2,1.6,471175.1735,89990.2739,
370,188,1,pruse,1,1,2,2,18,9,3,1,2,0,0,0,0,10,2,1,2,0,0,2.2,0.8,471175.9726,89990.9265,
369,187,1,pruse,1,1,2,2,18,9,3,1,2,10,2,0,0,10,1,5,1,10,1,7,1,471178.8403,89984.2238,
621,1918,1,pruvi,3,3,2,3,18,9,3,1,2,15,2,40,2,20,2,0,0,0,0,15,1.2,471191.0652,89979.9096,
634,1930,1,pruvi,3,3,3,2,18,9,3,1,2,0,0,40,2,50,2,60,2,15,2,33,1.6,471190.6582,89983.891,
130,865,1,betle,1,2,3,2,18,9,3,1,2,0,0,0,0,5,2,0,0,0,0,1,0.4,471191.425,89985.6085,
367,185,1,pruse,1,1,3,3,18,9,3,1,2,0,0,1,1,5,2,0,0,0,0,1.2,0.6,471183.0803,89988.8663,
335,1118,1,betle,1,2,3,3,18,9,3,1,2,0,0,80,1,80,1,10,2,1,2,34.2,1.2,471192.2702,89986.2283,
623,1919,1,pruvi,3,3,3,3,18,9,3,1,2,0,0,10,2,25,2,1,2,1,2,7.4,1.6,471187.411,89981.2036,
360,183,1,pruse,1,1,3,3,18,9,3,1,2,0,0,5,1,1,1,1,1,10,2,3.4,1,471191.8428,89984.8537,
122,855,1,betle,1,2,3,3,18,9,3,1,2,0,0,35,2,1,2,0,0,10,2,9.2,1.2,471191.723,89986.5425,
622,1918,2,pruvi,3,3,3,3,18,9,3,1,2,0,0,5,2,5,2,60,2,0,0,14,1.2,471191.8971,89984.7064,
333,1116,1,betle,1,2,4,4,18,9,3,1,2,10,1,1,1,5,1,1,1,10,1,5.4,1,471193.5918,89982.4997,
332,1115,1,betle,1,2,4,4,18,9,3,1,2,20,1,10,1,0,0,35,1,20,1,17,0.8,471195.8649,89983.2492,
330,1113,1,betle,1,2,4,4,18,9,3,1,2,10,1,25,1,10,1,5,1,5,1,11,1,471194.0377,89983.5155,
396,175,1,pruse,1,1,4,4,18,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,471190.8392,89984.9675,
613,1910,1,betle,1,2,1,1,19,10,2,0,2,0,0,1,2,0,0,25,1,0,0,5.2,0.6,470023.7208,89980.2077,
620,1917,1,betle,1,2,1,1,19,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470027.9199,89979.0295,
350,1133,1,betle,1,2,1,1,19,10,2,0,2,30,0,10,1,25,1,25,1,0,0,18,0.6,470021.6795,89974.0104,
614,1911,1,betle,1,2,1,1,19,10,2,0,2,10,1,0,0,0,0,0,0,0,0,2,0.2,470023.1268,89975.9822,
631,1928,1,betle,1,2,1,1,19,10,2,0,2,10,2,20,2,0,0,0,0,0,0,6,0.8,470021.027,89976.9858,
709,1339,5,betle,1,2,1,1,19,10,2,0,2,30,2,0,0,0,0,0,0,0,0,6,0.4,470027.3525,89981.7113,
415,1721,1,betle,1,2,1,1,19,10,2,0,2,30,1,40,1,10,1,35,2,0,0,23,1,470025.2238,89980.8526,
691,1325,1,betle,1,2,1,1,19,10,2,0,2,0,0,1,2,1,1,0,0,0,0,0.4,0.6,470021.7939,89977.5266,
402,1710,1,pruse,1,1,1,1,19,10,2,0,2,60,2,40,2,80,2,25,2,30,2,47,2,470022.6177,89972.8138,
617,1914,1,betle,1,2,1,1,19,10,2,0,2,20,1,20,1,0,0,0,0,0,0,8,0.4,470022.3733,89976.2002,
479,1412,2,betle,1,2,1,1,19,10,2,0,2,0,0,0,0,0,0,20,2,0,0,4,0.4,470017.8955,89975.8093,
433,1733,4,pruse,1,1,1,1,19,10,2,0,2,100,0,100,0,0,0,30,2,70,1,60,0.6,470022.5696,89973.9003,
353,1137,1,betle,1,2,1,1,19,10,2,0,2,30,2,0,0,45,2,60,1,0,0,27,1,470021.0233,89973.3279,
708,1339,4,betle,1,2,1,1,19,10,2,0,2,0,0,30,2,10,2,1,2,0,0,8.2,1.2,470025.0486,89973.7778,
347,1130,1,betle,1,2,1,1,19,10,2,0,2,5,1,1,2,0,0,0,0,0,0,1.2,0.6,470020.7591,89970.6965,
403,1711,1,pruse,1,1,1,2,19,10,2,0,2,0,0,0,0,30,1,60,0,50,1,28,0.4,470023.308,89973.3446,
478,1412,1,betle,1,2,1,2,19,10,2,0,2,0,0,0,0,1,1,0,0,0,0,0.2,0.2,470023.3905,89976.09,
706,1339,2,betle,1,2,2,1,19,10,2,0,2,0,0,1,2,10,2,5,2,0,0,3.2,1.2,470022.9381,89973.4623,
421,1725,1,pruse,1,1,2,1,19,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470020.1205,89969.39,
640,1936,1,betle,1,2,2,1,19,10,2,0,2,0,0,5,2,0,0,1,2,0,0,1.2,0.8,470016.8312,89975.5828,
705,1339,1,betle,1,2,2,1,19,10,2,0,2,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470027.2429,89980.3998,
423,1727,1,pruse,1,1,2,1,19,10,2,0,2,0,0,10,2,1,2,5,2,0,0,3.2,1.2,470020.3512,89971.3263,
351,1134,1,betle,1,2,2,1,19,10,2,0,2,0,0,30,2,40,2,10,2,0,0,16,1.2,470020.2149,89971.5816,
800,2010,1,betle,1,2,2,1,19,10,2,0,2,0,0,1,2,10,2,0,0,1,2,2.4,1.2,470016.6738,89976.6398,
352,1136,1,betle,1,2,2,2,19,10,2,0,2,0,0,1,2,1,2,0,0,0,0,0.4,0.8,470024.928,89974.0327,
707,1339,3,betle,1,2,2,2,19,10,2,0,2,0,0,1,2,40,2,0,0,0,0,8.2,0.8,470023.2022,89977.4535,
346,1129,1,betle,1,2,2,2,19,10,2,0,2,0,0,60,1,5,2,10,2,5,2,16,1.4,470020.52,89972.2983,
528,1441,1,betle,1,2,2,2,19,10,2,0,2,0,0,1,1,1,2,1,1,0,0,0.6,0.8,470026.5153,89974.8641,
710,1340,1,betle,1,2,2,2,19,10,2,0,2,90,2,60,1,1,2,30,2,0,0,36.2,1.4,470020.5438,89977.5767,
688,1322,1,betle,1,2,3,2,19,10,2,0,2,0,0,5,1,25,2,0,0,1,1,6.2,0.8,470020.1599,89979.5661,
686,1320,1,betle,1,2,3,2,19,10,2,0,2,0,0,1,2,20,2,5,1,55,2,16.2,1.4,470024.3374,89976.257,
257,953,1,pruse,1,1,3,3,19,10,2,0,2,0,0,1,2,5,2,0,0,0,0,1.2,0.8,470021.2525,89973.3422,
344,1127,1,betle,1,2,3,3,19,10,2,0,2,0,0,0,0,0,0,1,2,0,0,0.2,0.4,470023.0526,89973.4452,
270,966,1,pruse,1,1,3,3,19,10,2,0,2,0,0,0,0,0,0,1,2,1,2,0.4,0.8,470023.6128,89975.0988,
238,935,1,pruse,1,1,3,3,19,10,2,0,2,5,2,1,1,1,2,1,2,1,2,1.8,1.8,470022.3401,89970.0488,
354,1138,1,betle,1,2,3,3,19,10,2,0,2,0,0,0,0,30,2,1,2,1,2,6.4,1.2,470023.0591,89974.6004,
236,933,1,pruse,1,1,3,3,19,10,2,0,2,0,0,1,0,0,0,5,2,25,1,6.2,0.6,470023.9899,89982.1737,
801,2011,1,betle,1,2,4,4,19,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470019.9136,89973.9454,
384,1819,1,pruse,1,1,2,1,20,11,2,0,2,1,2,1,2,1,2,5,2,0,0,1.6,1.6,470385.3583,90203.7303,
803,2012,1,betle,1,2,2,1,20,11,2,0,2,0,0,1,2,1,2,1,2,0,0,0.6,1.2,470388.79,90201.7832,
375,1813,1,pruse,1,1,2,2,20,11,2,0,2,0,0,35,1,10,2,10,2,5,1,12,1.2,470386.9655,90202.4954,
171,2929,1,pruse,1,1,2,2,20,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470387.83,90202.7136,
50,2137,1,pruse,1,1,2,3,20,11,2,0,2,0,0,10,2,15,2,10,2,1,2,7.2,1.6,470385.7281,90201.1361,
430,1733,1,pruse,1,1,2,3,20,11,2,0,2,0,0,0,0,10,2,5,2,10,2,5,1.2,470384.7317,90204.1702,
164,2926,1,pruse,1,1,3,2,20,11,2,0,2,10,2,10,2,0,0,1,2,0,0,4.2,1.2,470386.9907,90203.7237,
374,1812,1,pruse,1,1,3,2,20,11,2,0,2,100,0,60,1,60,1,0,0,0,0,44,0.4,470386.2009,90205.7293,
802,2012,1,betle,1,2,3,3,20,11,2,0,2,0,0,0,0,10,2,0,0,0,0,2,0.4,470390.0565,90201.3342,
432,1733,3,pruse,1,1,3,3,20,11,2,0,2,50,1,60,1,60,2,70,2,60,1,60,1.4,470386.272,90202.7263,
33,2122,2,betle,1,2,3,3,20,11,2,0,2,10,2,10,2,10,2,0,0,25,2,11,1.6,470390.5002,90200.1406,
32,2122,1,betle,1,2,3,3,20,11,2,0,2,0,0,10,2,30,2,0,0,0,0,8,0.8,470390.073,90202.2947,
655,2113,1,pruse,1,1,3,3,20,11,2,0,2,10,2,5,2,10,2,0,0,0,0,5,1.2,470381.6158,90202.6706,
382,1817,1,pruse,1,1,3,3,20,11,2,0,2,0,0,0,0,10,1,5,2,0,0,3,0.6,470385.8182,90203.9256,
431,1733,2,pruse,1,1,3,3,20,11,2,0,2,30,1,30,2,0,0,10,1,5,1,15,1,470388.7552,90202.6009,
724,2411,1,betle,1,2,3,3,20,11,2,0,2,0,0,10,1,10,1,10,2,10,2,8,1.2,470388.6335,90205.7998,
725,2412,1,betle,1,2,3,3,20,11,2,0,2,0,0,0,0,10,2,0,0,0,0,2,0.4,470384.9525,90211.237,
55,2141,1,betle,1,2,3,3,20,11,2,0,2,0,0,0,0,25,2,5,2,5,2,7,1.2,470389.1355,90203.3256,
54,2140,1,betle,1,2,3,4,20,11,2,0,2,0,0,10,2,5,2,25,2,40,2,16,1.6,470391.7373,90202.0282,
149,2911,1,betle,1,2,4,4,20,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470386.7339,90208.3077,
148,2910,1,betle,1,2,4,4,20,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,470391.1174,90200.8794,
239,936,1,acesa1,1,1,1,1,21,12,7,1,6,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470640.5475,93000.0878,
177,2934,1,betle,1,2,1,1,21,12,7,1,6,10,2,0,0,10,2,1,1,0,0,4.2,1,470270.395,90327.7976,
179,2936,1,betle,1,2,1,1,21,12,7,1,6,0,0,0,0,35,2,25,2,0,0,12,0.8,470273.6015,90324.2747,
580,2814,1,berth,3,3,1,1,21,12,7,1,6,5,1,0,0,5,1,4,1,10,1,4.8,0.8,470639.0964,92999.5102,
308,9106,1,magac,1,2,1,1,21,12,7,1,6,1,2,5,2,5,2,0,0,0,0,2.2,1.2,470635.6479,93002.0841,
214,913,1,acesa1,1,1,1,1,21,12,7,1,6,30,2,20,2,30,2,1,2,0,0,16.2,1.6,470638.5713,92999.8018,
805,2014,1,nyssy,1,2,1,1,21,12,7,1,6,10,2,30,2,0,0,1,1,1,2,8.4,1.4,470270.5438,90327.7474,
22,2118,1,nyssy,1,2,1,1,21,12,7,1,6,0,0,1,2,30,2,0,0,1,2,6.4,1.2,470270.2631,90327.1773,
381,1816,3,aceru,1,1,1,1,21,12,7,1,6,10,2,1,1,1,1,1,1,5,2,3.6,1.4,470635.1591,92992.7808,
168,2927,2,betle,1,2,1,1,21,12,7,1,6,1,1,0,0,35,2,1,1,0,0,7.4,0.8,470270.9604,90327.0707,
365,184,4,magac,1,2,1,2,21,12,7,1,6,5,1,0,0,10,1,1,1,5,2,4.2,1,470269.9949,90324.9082,
785,238,1,lirtu,1,1,1,2,21,12,7,1,6,20,2,30,2,10,2,30,2,10,2,20,2,470269.2417,90324.7256,
268,964,1,berth,3,3,1,2,21,12,7,1,6,0,0,10,2,0,0,0,0,0,0,2,0.4,470272.3805,90326.9867,
229,927,1,berth,3,3,1,2,21,12,7,1,6,0,0,5,1,0,0,1,2,0,0,1.2,0.6,470273.4041,90325.4982,
380,1816,2,aceru,1,1,2,1,21,12,7,1,6,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470636.4912,92993.3979,
121,854,1,acesa1,1,1,2,1,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470640.5643,92997.9894,
221,920,1,acesa1,1,1,2,1,21,12,7,1,6,1,1,1,2,0,0,0,0,0,0,0.4,0.6,470641.4135,93001.0965,
127,861,1,acesa1,1,1,2,1,21,12,7,1,6,1,2,0,0,0,0,0,0,0,0,0.2,0.4,470639.4458,92999.7276,
161,2923,1,nyssy,1,2,2,1,21,12,7,1,6,0,0,50,2,0,0,30,2,40,2,24,1.2,470268.2265,90324.1186,
743,513,1,acesa1,1,1,2,1,21,12,7,1,6,1,2,0,0,1,2,0,0,10,2,2.4,1.2,470641.5037,92999.423,
624,1920,1,magac,1,2,2,1,21,12,7,1,6,1,0,5,2,1,1,5,2,4,1,3.2,1.2,470636.1219,93004.2886,
293,992,1,magac,1,2,2,1,21,12,7,1,6,0,0,1,2,0,0,1,2,0,0,0.4,0.8,470269.0664,90324.6956,
363,184,2,magac,1,2,2,1,21,12,7,1,6,0,0,0,0,10,2,20,2,1,2,6.2,1.2,470268.8994,90325.0825,
450,158,1,acesa1,1,1,2,1,21,12,7,1,6,1,2,0,0,0,0,0,0,1,2,0.4,0.8,470638.9031,92999.6136,
331,1114,1,acesa1,1,1,2,1,21,12,7,1,6,5,2,1,2,1,2,0,0,0,0,1.4,1.2,470643.1645,92997.5775,
81,820,1,aceru,1,1,2,1,21,12,7,1,6,0,0,0,0,1,2,0,0,100,0,20.2,0.4,470637.1539,92993.9652,
808,2017,1,nyssy,1,2,2,1,21,12,7,1,6,0,0,0,0,0,0,1,2,0,0,0.2,0.4,470270.1552,90327.781,
364,184,3,magac,1,2,2,1,21,12,7,1,6,1,1,0,0,0,0,5,1,0,0,1.2,0.4,470268.0794,90323.1654,
1166,209,1,acesa1,1,1,2,1,21,12,7,1,6,1,1,1,2,10,2,0,0,0,0,2.4,1,470640.2623,92999.042,
5,213,1,acesa1,1,1,2,1,21,12,7,1,6,0,0,10,1,0,0,1,2,0,0,2.2,0.6,470638.6349,92998.4501,
79,818,1,aceru,1,1,2,1,21,12,7,1,6,1,2,0,0,0,0,0,0,0,0,0.2,0.4,470637.0823,92993.9509,
170,2928,1,betle,1,2,2,1,21,12,7,1,6,1,2,0,0,0,0,0,0,0,0,0.2,0.4,470269.9694,90326.6281,
152,2914,1,aceru,1,1,2,1,21,12,7,1,6,100,0,100,0,30,2,40,2,50,2,64,1.2,470635.6575,92991.7892,
169,2927,3,betle,1,2,2,1,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470271.0276,90326.0959,
324,118,1,acesa1,1,1,2,1,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470270.2451,90320.3559,
208,97,1,acesa1,1,1,2,2,21,12,7,1,6,0,0,1,2,0,0,1,2,0,0,0.4,0.8,470273.7065,90323.2071,
362,184,1,magac,1,2,2,2,21,12,7,1,6,10,1,1,2,5,2,1,2,10,2,5.4,1.8,470636.2528,93004.6811,
155,2917,1,betle,1,2,2,2,21,12,7,1,6,80,2,50,2,10,2,40,2,10,2,38,2,470639.6605,92999.6494,
345,1128,1,acesa1,1,1,2,2,21,12,7,1,6,10,1,0,0,0,0,0,0,100,0,22,0.2,470642.4338,93001.7759,
181,71,1,acesa1,1,1,2,2,21,12,7,1,6,80,2,60,2,40,2,100,2,0,0,56,1.6,470639.5059,92998.4352,
196,711,1,aceru,1,1,2,2,21,12,7,1,6,1,2,1,2,0,0,0,0,5,2,1.4,1.2,470637.3822,92992.7178,
178,2935,1,betle,1,2,2,2,21,12,7,1,6,0,0,5,2,0,0,0,0,10,2,3,0.8,470638.4782,93000.6302,
494,1419,1,acesa1,1,1,2,2,21,12,7,1,6,1,1,1,1,0,0,0,0,0,0,0.4,0.4,470641.3901,92996.8259,
172,2930,1,betle,1,2,2,2,21,12,7,1,6,1,2,5,2,0,0,5,2,10,2,4.2,1.6,470637.6251,93000.5647,
114,847,1,aceru,1,1,2,3,21,12,7,1,6,0,0,1,2,0,0,5,2,0,0,1.2,0.8,470636.502,92991.8606,
300,998,1,berth,3,3,3,1,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470274.1657,90324.4076,
210,99,1,acesa1,1,1,3,2,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470271.2927,90321.1016,
453,1511,1,acesa1,1,1,3,2,21,12,7,1,6,1,1,0,0,0,0,1,2,5,2,1.4,1,470641.1856,92997.1981,
406,1713,1,acesa1,1,1,3,2,21,12,7,1,6,5,2,0,0,0,0,1,2,1,2,1.4,1.2,470639.3409,92995.2019,
248,944,1,berth,3,3,3,2,21,12,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,470274.0706,90325.206,
173,2930,2,betle,1,2,3,3,21,12,7,1,6,0,0,1,1,0,0,0,0,0,0,0.2,0.2,470638.6377,92999.9563,
263,959,1,acesa1,1,1,3,3,21,12,7,1,6,10,2,0,0,5,1,1,1,0,0,3.2,0.8,470639.8867,92999.8511,
311,9108,1,berth,3,3,3,3,21,12,7,1,6,10,2,1,1,5,2,50,2,5,2,14.2,1.8,470640.127,92997.9104,
272,968,1,acesa1,1,1,3,3,21,12,7,1,6,5,2,1,2,1,2,0,0,10,2,3.4,1.6,470641.7767,92997.8981,
711,1341,1,aceru,1,1,3,3,21,12,7,1,6,1,2,0,0,5,2,5,2,1,2,2.4,1.6,470637.5091,92990.2757,
428,1732,1,acesa1,1,1,3,3,21,12,7,1,6,1,2,1,1,1,1,5,2,1,1,1.8,1.4,470639.0775,92995.3188,
807,2016,1,nyssy,1,2,3,3,21,12,7,1,6,1,2,1,2,5,2,0,0,1,2,1.6,1.6,470633.9952,92994.795,
603,2826,1,acesa1,1,1,3,3,21,12,7,1,6,5,1,10,1,5,2,10,2,10,2,8,1.6,470639.7576,92994.4201,
602,2825,1,acesa1,1,1,3,3,21,12,7,1,6,1,2,0,0,1,2,5,2,1,2,1.6,1.6,470641.4525,92993.0224,
167,2927,1,betle,1,2,3,3,21,12,7,1,6,0,0,5,1,0,0,1,2,0,0,1.2,0.6,470637.2127,92999.534,
42,2131,1,acesa1,1,1,3,3,21,12,7,1,6,0,0,1,1,5,2,1,2,0,0,1.4,1,470644.0371,92991.6559,
339,1122,1,acesa1,1,1,3,3,21,12,7,1,6,5,2,50,2,0,0,0,0,0,0,11,0.8,470641.7497,92996.09,
366,184,5,magac,1,2,3,3,21,12,7,1,6,5,2,1,2,5,2,0,2,10,2,4.2,2,470638.6002,92999.0674,
338,1121,1,acesa1,1,1,3,3,21,12,7,1,6,1,2,1,2,0,0,0,0,0,0,0.4,0.8,470642.3948,92993.2972,
98,835,1,aceru,1,1,3,3,21,12,7,1,6,10,2,40,2,1,2,0,0,0,0,10.2,1.2,470635.7903,92994.2546,
6,214,1,nyssy,1,2,3,3,21,12,7,1,6,1,2,1,2,0,0,0,0,5,2,1.4,1.2,470269.0465,90321.6669,
379,1816,1,aceru,1,1,3,3,21,12,7,1,6,1,2,0,0,40,2,0,0,10,2,10.2,1.2,470637.253,92993.7588,
690,1324,1,aceru,1,1,3,3,21,12,7,1,6,5,2,1,2,1,2,10,2,1,1,3.6,1.8,470636.1688,92991.7293,
154,2916,1,aceru,1,1,3,3,21,12,7,1,6,10,2,0,0,0,0,1,2,0,0,2.2,0.8,470634.0588,92995.5413,
4,212,1,nyssy,1,2,3,3,21,12,7,1,6,5,2,10,2,80,2,0,0,1,2,19.2,1.6,470637.4318,92995.2438,
812,2021,1,acesa1,1,1,4,3,21,12,7,1,6,1,2,5,2,0,0,1,2,0,0,1.4,1.2,470641.6526,92994.1476,
180,2937,1,betle,1,2,4,3,21,12,7,1,6,10,2,0,0,0,0,5,2,1,2,3.2,1.2,470639.6395,92999.8053,
165,2927,1,betle,1,2,4,3,21,12,7,1,6,1,1,1,1,60,2,80,2,0,0,28.4,1.2,470637.2173,93000.3207,
813,2022,1,nyssy,1,2,4,4,21,12,7,1,6,10,2,5,2,0,0,25,2,10,1,10,1.4,470632.6718,92996.8581,
451,159,1,acesa1,1,1,4,4,21,12,7,1,6,1,1,1,1,0,0,0,0,0,0,0.4,0.4,470270.2414,90320.8341,
