OBJECTID,PlantNum,StemNum,Species,SpeciesType,SpType2,PlotIdentity,PlotNum,L1,L1DamType,L2,L2DamType,L3,L3DamType,L4,L4DamType,L5,L5DamType,AvgDamage,AvgDamageType,Xcoord,Ycoord
471,148,1,linbe,3,3,28,15,10,2,0,0,20,2,15,2,30,2,15,1.6,470516.6949,92720.0055
546,285,1,linbe,3,3,29,16,0,0,1,2,0,0,0,0,0,0,0.2,0.4,471596.3804,93647.3528
541,284,1,linbe,3,3,29,16,1,1,0,0,0,0,0,0,0,0,0.2,0.2,471598.3533,93646.5686
785,238,1,lirtu,1,1,21,12,20,2,30,2,10,2,30,2,10,2,20,2,470269.2417,90324.7256
310,9107,1,lirtu,1,1,23,13,0,0,50,2,30,2,25,2,0,0,21,1.2,472235.4198,92131.4438
309,9107,1,lirtu,1,1,23,13,0,0,10,2,5,1,5,1,0,0,4,0.8,472249.3513,92130.5402
174,2932,1,lirtu,1,1,23,13,0,0,35,2,10,2,0,0,0,0,9,0.8,472236.657,92131.6989
372,1810,1,lirtu,1,1,23,13,0,0,10,1,0,0,5,1,10,2,5,0.8,472247.0899,92134.3259
429,1733,1,lirtu,1,1,23,13,0,0,5,1,5,1,10,1,5,1,5,0.8,472244.4713,92141.1861
413,1719,1,lirtu,1,1,23,13,0,0,10,2,5,2,5,2,5,2,5,1.6,472243.6938,92137.6181
455,1514,1,lirtu,1,1,23,13,10,2,0,0,0,0,0,0,1,2,2.2,0.8,472249.7933,92133.345
454,1513,1,lirtu,1,1,23,13,0,0,0,0,5,2,1,2,0,0,1.2,0.8,472238.5754,92143.2423
452,1510,1,lirtu,1,1,23,13,0,0,0,0,0,0,0,0,1,2,0.2,0.4,472226.423,92157.1069
477,1411,1,lirtu,1,1,23,13,0,0,10,2,5,2,5,2,0,0,4,1.2,472235.8781,92153.4851
252,948,1,lirtu,1,1,23,13,0,0,1,2,1,2,5,2,10,2,3.4,1.6,472198.3386,92179.6483
714,243,1,lirtu,1,1,23,13,10,2,5,2,50,2,50,2,50,2,33,2,472236.7608,92147.4823
786,239,1,lirtu,1,1,23,13,0,0,5,2,0,0,5,2,10,2,4,1.2,472197.5848,92181.4844
630,1927,1,magac,1,2,21,12,100,0,100,0,1,2,0,0,100,0,60.2,0.4,470637.9803,93002.8793
624,1920,1,magac,1,2,21,12,1,0,5,2,1,1,5,2,4,1,3.2,1.2,470636.1219,93004.2886
362,184,1,magac,1,2,21,12,10,1,1,2,5,2,1,2,10,2,5.4,1.8,470636.2528,93004.6811
308,9106,1,magac,1,2,21,12,1,2,5,2,5,2,0,0,0,0,2.2,1.2,470635.6479,93002.0841
293,992,1,magac,1,2,21,12,0,0,1,2,0,0,1,2,0,0,0.4,0.8,470269.0664,90324.6956
161,2923,1,nyssy,1,2,21,12,0,0,50,2,0,0,30,2,40,2,24,1.2,470268.2265,90324.1186
22,2118,1,nyssy,1,2,21,12,0,0,1,2,30,2,0,0,1,2,6.4,1.2,470270.2631,90327.1773
813,2022,1,nyssy,1,2,21,12,10,2,5,2,0,0,25,2,10,1,10,1.4,470632.6718,92996.8581
808,2017,1,nyssy,1,2,21,12,0,0,0,0,0,0,1,2,0,0,0.2,0.4,470270.1552,90327.781
807,2016,1,nyssy,1,2,21,12,1,2,1,2,5,2,0,0,1,2,1.6,1.6,470633.9952,92994.795
805,2014,1,nyssy,1,2,21,12,10,2,30,2,0,0,1,1,1,2,8.4,1.4,470270.5438,90327.7474
804,2013,1,nyssy,1,2,21,12,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470637.0236,92996.0613
6,214,1,nyssy,1,2,21,12,1,2,1,2,0,0,0,0,5,2,1.4,1.2,470269.0465,90321.6669
4,212,1,nyssy,1,2,21,12,5,2,10,2,80,2,0,0,1,2,19.2,1.6,470637.4318,92995.2438
147,299,1,parqu,3,3,20,11,0,0,0,0,0,0,0,0,0,0,0,0,471269.7298,92570.1624
220,919,1,pruse,1,1,18,9,1,1,1,2,1,1,1,1,0,0,0.8,1,471190.0394,89989.8618
198,713,1,pruse,1,1,18,9,20,1,30,1,1,2,5,2,20,1,15.2,1.4,471194.1864,89985.5892
753,521,1,pruse,1,1,18,9,5,2,70,2,5,1,1,1,0,0,16.2,1.2,471193.9531,89980.5676
748,517,1,pruse,1,1,18,9,25,1,1,0,0,0,0,0,0,0,5.2,0.2,471191.8973,89983.9546
610,197,1,pruse,1,1,18,9,10,1,1,1,1,1,0,0,0,0,2.4,0.6,471187.7602,89986.8697
371,189,1,pruse,1,1,18,9,0,0,5,2,1,2,4,2,1,2,2.2,1.6,471175.1735,89990.2739
370,188,1,pruse,1,1,18,9,0,0,0,0,10,2,1,2,0,0,2.2,0.8,471175.9726,89990.9265
369,187,1,pruse,1,1,18,9,10,2,0,0,10,1,5,1,10,1,7,1,471178.8403,89984.2238
367,185,1,pruse,1,1,18,9,0,0,1,1,5,2,0,0,0,0,1.2,0.6,471183.0803,89988.8663
360,183,1,pruse,1,1,18,9,0,0,5,1,1,1,1,1,10,2,3.4,1,471191.8428,89984.8537
361,183,1,pruse,1,1,18,9,0,0,10,2,30,2,0,0,0,0,8,0.8,471186.1754,89984.9587
396,175,1,pruse,1,1,18,9,0,0,0,0,0,0,0,0,0,0,0,0,471190.8392,89984.9675
190,78,1,pruse,1,1,18,9,30,2,25,2,60,2,0,0,0,0,23,1.2,471182.9551,89987.6747
423,1727,1,pruse,1,1,19,10,0,0,10,2,1,2,5,2,0,0,3.2,1.2,470020.3512,89971.3263
421,1725,1,pruse,1,1,19,10,0,0,0,0,0,0,0,0,0,0,0,0,470020.1205,89969.39
403,1711,1,pruse,1,1,19,10,0,0,0,0,30,1,60,0,50,1,28,0.4,470023.308,89973.3446
402,1710,1,pruse,1,1,19,10,60,2,40,2,80,2,25,2,30,2,47,2,470022.6177,89972.8138
270,966,1,pruse,1,1,19,10,0,0,0,0,0,0,1,2,1,2,0.4,0.8,470023.6128,89975.0988
257,953,1,pruse,1,1,19,10,0,0,1,2,5,2,0,0,0,0,1.2,0.8,470021.2525,89973.3422
238,935,1,pruse,1,1,19,10,5,2,1,1,1,2,1,2,1,2,1.8,1.8,470022.3401,89970.0488
236,933,1,pruse,1,1,19,10,0,0,1,0,0,0,5,2,25,1,6.2,0.6,470023.9899,89982.1737
171,2929,1,pruse,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,470387.83,90202.7136
164,2926,1,pruse,1,1,20,11,10,2,10,2,0,0,1,2,0,0,4.2,1.2,470386.9907,90203.7237
50,2137,1,pruse,1,1,20,11,0,0,10,2,15,2,10,2,1,2,7.2,1.6,470385.7281,90201.1361
655,2113,1,pruse,1,1,20,11,10,2,5,2,10,2,0,0,0,0,5,1.2,470381.6158,90202.6706
653,2111,1,pruse,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,470382.685,90203.1289
386,1821,1,pruse,1,1,20,11,0,0,0,0,0,0,0,0,0,0,0,0,470382.4334,90204.3657
384,1819,1,pruse,1,1,20,11,1,2,1,2,1,2,5,2,0,0,1.6,1.6,470385.3583,90203.7303
382,1817,1,pruse,1,1,20,11,0,0,0,0,10,1,5,2,0,0,3,0.6,470385.8182,90203.9256
375,1813,1,pruse,1,1,20,11,0,0,35,1,10,2,10,2,5,1,12,1.2,470386.9655,90202.4954
374,1812,1,pruse,1,1,20,11,100,0,60,1,60,1,0,0,0,0,44,0.4,470386.2009,90205.7293
430,1733,1,pruse,1,1,20,11,0,0,0,0,10,2,5,2,10,2,5,1.2,470384.7317,90204.1702
634,1930,1,pruvi,3,3,18,9,0,0,40,2,50,2,60,2,15,2,33,1.6,471190.6582,89983.891
623,1919,1,pruvi,3,3,18,9,0,0,10,2,25,2,1,2,1,2,7.4,1.6,471187.411,89981.2036
621,1918,1,pruvi,3,3,18,9,15,2,40,2,20,2,0,0,0,0,15,1.2,471191.0652,89979.9096
19,2116,1,queal,1,1,17,8,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471226.7167,90234.4435
626,1923,1,queal,1,1,17,8,40,1,0,0,0,0,0,0,25,1,13,0.4,471217.2425,90189.1365
704,1338,1,queal,1,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,471325.0447,92671.7391
703,1337,1,queal,1,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,471209.9257,90177.9345
702,1335,1,queal,1,1,17,8,0,0,0,0,25,2,0,0,1,2,5.2,0.8,471223.772,90218.9947
701,1334,1,queal,1,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,469963.3669,91170.1051
700,1333,1,queal,1,1,17,8,1,1,1,2,1,2,0,0,0,0,0.6,1,471225.717,90222.6841
699,1332,1,queal,1,1,17,8,0,0,1,2,0,0,1,1,10,2,2.4,1,471226.6976,90220.4186
697,1330,1,queal,1,1,17,8,0,0,25,2,0,0,1,2,0,0,5.2,0.8,471229.2338,90218.0512
696,1329,1,queal,1,1,17,8,0,0,1,2,0,0,30,2,25,2,11.2,1.2,471236.7484,90219.7046
695,1328,1,queal,1,1,17,8,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471232.54,90232.8011
692,1326,1,queal,1,1,17,8,1,1,5,2,25,2,1,2,1,2,6.6,1.8,471227.1671,90219.7348
689,1323,1,queal,1,1,17,8,0,0,0,0,1,2,1,2,25,2,5.4,1.2,471228.9437,90230.4634
91,829,1,queal,1,1,17,8,0,0,0,0,0,0,0,0,0,0,0,0,471227.5286,90229.9148
668,312,1,queal,1,1,17,8,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471221.8352,90223.2328
784,237,1,queal,1,1,17,8,0,0,10,2,1,1,0,0,5,2,3.2,1,471235.5433,90236.7403
618,1915,1,quepr,1,1,15,8,0,0,1,2,0,0,0,0,5,2,1.2,0.8,471108.263,90518.3167
638,1934,1,quepr,1,1,17,8,0,0,5,2,1,2,5,2,1,2,2.4,1.6,471227.921,90232.523
625,1921,1,quepr,1,1,,,0,0,0,0,0,0,0,0,0,0,0,0,471108.2193,90523.3485
264,960,1,queru,1,1,14,7,0,0,15,2,0,0,10,2,10,2,7,1.2,471104.536,90606.8355
256,952,1,queru,1,1,14,7,0,0,5,2,5,2,0,0,0,0,2,0.8,471103.0203,90608.0382
69,810,1,queru,1,1,14,7,30,1,40,1,40,1,0,0,0,0,22,0.6,471102.6083,90609.0709
142,295,1,queru,1,1,14,7,0,0,5,2,0,0,0,0,0,0,1,0.4,471104.4796,90606.816
139,292,1,queru,1,1,14,7,0,0,0,0,0,0,0,0,0,0,0,0,471105.4352,90606.3962
645,214,1,queru,1,1,14,7,0,0,1,2,1,2,1,2,0,0,0.6,1.2,471104.6016,90606.6236
612,199,1,queru,1,1,14,7,10,2,5,1,1,2,1,1,1,1,3.6,1.4,471104.4311,90607.1806
609,196,1,queru,1,1,14,7,10,1,5,1,1,1,0,0,0,0,3.2,0.6,471105.1668,90609.3321
368,186,1,queru,1,1,14,7,20,1,0,0,0,0,0,0,0,0,4,0.2,471104.469,90606.3267
359,182,1,queru,1,1,14,7,0,0,0,0,1,1,0,0,0,0,0.2,0.2,471104.7675,90605.9119
182,72,1,queru,1,1,14,7,0,0,0,0,0,0,35,1,0,0,7,0.2,471102.4881,90608.1652
158,2920,1,queru,1,1,15,8,0,0,10,1,0,0,15,2,10,1,7,0.8,471110.9391,90524.4512
153,2915,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471107.7908,90517.8973
665,2120,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471109.216,90515.6642
664,2119,1,queru,1,1,15,8,0,0,5,2,1,2,0,0,0,0,1.2,0.8,471103.7444,90517.6466
641,1937,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471107.6931,90517.3129
639,1935,1,queru,1,1,15,8,5,2,0,0,5,2,25,2,0,0,7,1.2,471107.8991,90516.4121
636,1932,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471105.5117,90519.7095
635,1931,1,queru,1,1,15,8,5,1,0,0,0,0,10,1,0,0,3,0.4,471107.2358,90520.0737
633,1929,1,queru,1,1,15,8,0,0,10,1,5,1,0,0,0,0,3,0.4,471106.8414,90518.7723
632,1929,1,queru,1,1,15,8,40,1,0,0,30,1,0,0,0,0,14,0.4,471102.7744,90523.896
628,1925,1,queru,1,1,15,8,20,1,0,0,0,0,0,0,0,0,4,0.2,471106.7696,90528.6947
385,1820,1,queru,1,1,15,8,30,1,30,1,0,0,40,1,20,1,24,0.8,471108.6309,90519.8379
377,1815,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471111.2021,90513.754
416,1721,1,queru,1,1,15,8,0,0,0,0,0,0,0,0,0,0,0,0,471105.4678,90528.707
698,1331,1,queru,1,1,15,8,10,2,0,0,0,0,0,0,0,0,2,0.4,471148.8202,90511.3421
306,9104,1,quest,3,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,471105.2646,90605.0888
340,1123,1,rosmu,3,3,13,6,0,0,10,1,0,0,0,0,0,0,2,0.2,471474.1857,91083.302
219,918,1,rosmu,3,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471473.401,91083.3675
200,715,1,rosmu,3,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471474.1749,91086.6247
321,115,1,rosmu,3,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471471.7636,91089.1437
36,2124,1,rosmu,3,3,14,7,1,1,0,0,0,0,10,2,0,0,2.2,0.6,471103.4121,90607.051
23,2119,1,rosmu,3,3,14,7,40,1,1,1,10,1,0,0,25,1,15.2,0.8,471106.412,90606.5945
713,242,1,rub1,3,3,11,5,1,2,1,1,0,0,1,2,1,1,0.8,1.2,471115.242,92974.2334
163,2925,1,rub1,3,3,13,6,0,0,0,0,10,2,0,0,0,0,2,0.4,471467.6411,91089.1972
376,1814,1,rub1,3,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471468.8731,91085.4878
101,837,1,rub1,3,3,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471468.4075,91086.9124
764,529,1,sasal,3,2,11,5,30,2,20,2,30,2,0,0,0,0,16,1.2,471114.8018,92975.622
995,176,1,sasal,3,2,11,5,0,0,0,0,0,0,45,2,10,2,11,0.8,471116.5356,92974.4505
731,54,1,sasal,3,2,11,5,0,0,0,0,0,0,0,0,0,0,0,0,471116.419,92972.2109
750,519,1,toxra,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471339.7135,93114.1192
191,79,1,toxra,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471339.0941,93117.0789
186,74,1,toxra,3,3,9,4,5,2,1,2,1,2,0,0,0,0,1.4,1.2,471342.0793,93112.861
117,850,1,toxra,3,3,11,5,10,2,20,2,0,0,5,2,1,2,7.2,1.6,471115.27,92974.6833
108,842,1,toxra,3,3,11,5,0,0,0,0,10,2,0,0,1,2,2.2,0.8,471116.1118,92974.3672
105,839,1,toxra,3,3,11,5,10,2,30,2,40,2,0,0,0,0,16,1.2,471113.6187,92974.3959
97,834,1,toxra,3,3,11,5,1,2,0,0,0,0,5,1,10,2,3.2,1,471113.3992,92974.2417
96,833,1,toxra,3,3,11,5,0,0,20,2,0,0,0,0,1,1,4.2,0.6,471115.2151,92968.3825
95,832,1,toxra,3,3,11,5,30,2,25,2,10,2,1,2,0,0,13.2,1.6,471115.41,92967.1746
93,830,1,toxra,3,3,11,5,0,0,0,0,0,0,0,0,1,2,0.2,0.4,471114.8239,92971.3169
197,712,1,toxra,3,3,11,5,0,0,100,0,0,0,0,0,0,0,20,0,471114.2678,92971.4933
1275,178,1,ulmam,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471345.2034,93096.2389
734,57,1,vacco,3,3,5,1,0,0,5,2,1,2,1,2,0,0,1.4,1.2,470182.5226,91612.2558
746,516,1,vacco,3,3,7,2,5,2,0,0,0,0,0,0,0,0,1,0.4,471730.192,93839.5164
742,512,1,vacco,3,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,471729.3271,93841.1433
795,205,1,vacco,3,3,7,2,0,0,1,2,10,2,0,0,0,0,2.2,0.8,471729.2884,93841.2613
794,204,1,vacco,3,3,7,2,20,2,0,0,0,0,40,1,35,1,19,0.8,471726.4675,93842.0407
674,139,1,vacco,3,3,7,2,5,2,1,1,5,0,1,2,0,0,2.4,1,471727.7476,93841.7948
673,138,1,vacco,3,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,471726.5481,93842.3898
672,137,1,vacco,3,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,471726.0126,93842.7374
671,135,1,vacco,3,3,7,2,0,0,0,0,5,1,0,0,1,2,1.2,0.6,471726.5038,93841.8161
670,134,1,vacco,3,3,7,2,1,2,1,2,1,2,0,0,0,0,0.6,1.2,471722.9509,93839.6356
669,133,1,vacco,3,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,471725.4457,93842.4023
735,58,1,vacco,3,3,7,2,5,2,0,0,1,1,1,2,0,0,1.4,1,471726.6163,93838.9214
684,1318,1,vacco,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471709.5066,93498.0257
682,1317,1,vacco,3,3,8,3,0,0,1,1,0,0,0,0,0,0,0.2,0.2,471714.3264,93494.2798
681,1316,1,vacco,3,3,8,3,0,0,10,2,5,2,0,0,1,2,3.2,1.2,471708.6663,93498.3995
680,1315,1,vacco,3,3,8,3,40,1,60,1,1,2,30,1,0,0,26.2,1,471709.0297,93499.1036
679,1314,1,vacco,3,3,8,3,0,0,0,0,1,1,0,0,0,0,0.2,0.2,471713.6499,93495.9774
678,1313,1,vacco,3,3,8,3,0,0,0,0,1,2,0,0,1,2,0.4,0.8,471706.9657,93502.8143
677,1312,1,vacco,3,3,8,3,0,0,0,0,1,2,0,0,1,2,0.4,0.8,471710.2973,93494.9732
676,1311,1,vacco,3,3,8,3,1,2,5,2,1,2,5,2,0,0,2.4,1.6,471709.6649,93494.0316
675,1310,1,vacco,3,3,8,3,50,2,0,0,2.5,1,1,1,1,1,10.9,1,471705.2239,93493.7155
763,528,1,vacco,3,3,8,3,0,0,5,2,0,0,1,2,15,2,4.2,1.2,471702.6988,93494.6324
751,519,1,vacco,3,3,8,3,1,2,1,2,0,0,1,1,5,1,1.6,1.2,471700.9985,93494.1835
749,518,1,vacco,3,3,8,3,5,1,1,2,0,0,1,2,0,0,1.4,1,471707.1047,93494.9022
811,2020,1,vacco,3,3,9,4,10,1,20,1,5,1,0,0,0,0,7,0.6,471343.7378,93121.5391
810,2019,1,vacco,3,3,9,4,5,1,5,1,0,0,0,0,0,0,2,0.4,471343.935,93098.6306
809,2018,1,vacco,3,3,9,4,5,2,0,0,0,0,0,0,0,0,1,0.4,471342.5248,93115.3956
806,2015,1,vacco,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471344.1892,93113.7087
685,1319,1,vacco,3,3,9,4,5,1,0,0,5,2,10,1,60,2,16,1.2,471342.4967,93129.4313
683,1318,1,vacco,3,3,9,4,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471350.7157,93153.8851
596,2822,1,vibac,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470186.1636,91606.9488
595,2821,1,vibac,3,3,5,1,0,0,10,1,10,1,5,1,20,2,9,1,470181.4588,91608.6958
693,1327,1,vibac,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0.2,0,470182.2782,91611.4376
304,9102,1,vibpr,3,3,5,1,0,0,1,2,5,2,1,2,0,0,1.4,1.2,470179.2021,91611.9542
12,2110,1,vibpr,3,3,5,1,0,0,0,0,1,2,0,0,0,0,0.2,0.4,470179.7192,91612.3371
9,217,1,vibpr,3,3,5,1,0,0,1,2,0,0,1,2,5,1,1.4,1,470177.9734,91618.5446
