OBJECTID,PlantNum,StemNum,Species,SpeciesType,SpType2,PlotIdentity,PlotNum,L1,L1DamType,L2,L2DamType,L3,L3DamType,L4,L4DamType,L5,L5DamType,AvgDamage,AvgDamageType,Xcoord,Ycoord
323,117,1,cargl,1,1,14,7,0,0,5,2,0,0,10,1,30,1,9,0.8,471111.0678,90606.4219
44,2133,1,carov,1,1,14,7,0,0,10,2,0,0,1,2,0,0,2.2,0.8,471110.5796,90604.2163
290,989,1,carov,1,1,14,7,0,0,0,0,20,2,0,0,0,0,4,0.4,471109.8754,90609.4085
280,976,1,carov,1,1,14,7,0,0,0,0,5,2,0,0,0,0,1,0.4,471111.0076,90607.3648
249,945,1,carov,1,1,14,7,0,0,0,0,0,0,0,0,1,1,0.2,0.2,471110.9886,90611.6781
247,943,1,carov,1,1,14,7,0,0,0,0,0,0,5,1,5,2,2,0.6,471109.8172,90606.0152
85,824,1,carov,1,1,14,7,1,1,0,0,0,0,5,1,5,2,2.2,0.8,471110.7802,90604.9349
7,215,1,carov,1,1,14,7,1,1,0,0,0,0,0,0,0,0,0.2,0.2,471108.2727,90604.2492
211,910,1,corfl,3,2,14,7,75,2,40,2,10,2,0,0,50,2,35,1.6,471111.2119,90600.2519
201,91,1,corfl,3,2,14,7,1,1,0,0,1,1,0,0,0,0,0.4,0.4,471105.5705,90604.2932
202,92,1,cra1,3,3,13,6,20,1,20,1,5,1,25,1,30,1,20,1,471469.7212,91077.0864
656,2114,1,cra1,3,3,14,7,10,1,0,0,0,0,0,0,0,0,2,0.2,471107.7017,90602.3226
301,999,1,cra1,3,3,14,7,0,0,1,1,0,0,0,0,1,1,0.4,0.4,471112.3215,90601.0654
299,997,1,cra1,3,3,14,7,0,0,5,2,5,2,0,0,30,1,8,1,471106.7982,90603.4905
298,996,1,cra1,3,3,14,7,25,1,35,1,10,1,0,0,0,0,14,0.6,471110.0684,90599.2502
297,996,1,cra1,3,3,14,7,10,1,0,0,5,1,1,2,10,1,5.2,1,471108.0002,90601.8142
284,980,1,cra1,3,3,14,7,5,2,0,0,0,0,5,1,25,2,7,1,471105.1745,90602.5001
266,962,1,cra1,3,3,14,7,0,0,10,1,0,0,0,0,0,0,2,0.2,471107.0114,90598.8446
255,951,1,cra1,3,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,471106.7034,90602.9945
251,947,1,cra1,3,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,471105.7625,90603.7131
250,946,1,cra1,3,3,14,7,0,0,1,1,0,0,0,0,1,2,0.4,0.6,471102.6183,90604.255
237,934,1,cra1,3,3,14,7,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471103.1955,90604.3852
230,928,1,cra1,3,3,14,7,25,2,10,1,0,0,0,0,0,0,7,0.6,471104.1894,90604.3448
228,927,1,cra1,3,3,14,7,0,0,0,0,0,0,0,0,0,0,0,0,471101.9594,90604.3355
227,926,1,cra1,3,3,14,7,0,0,0,0,0,0,1,2,0,0,0.2,0.4,471103.55,90605.0585
226,925,1,cra1,3,3,14,7,30,1,40,1,5,2,0,0,20,1,19,1,471100.3805,90605.675
223,922,1,cra1,3,3,14,7,5,2,0,0,0,0,0,0,25,1,6,0.6,471103.1385,90603.1961
222,921,1,cra1,3,3,14,7,0,0,0,0,10,2,20,2,0,0,6,0.8,471105.259,90609.6055
216,915,1,cra1,3,3,14,7,0,0,20,1,0,0,0,0,0,0,4,0.2,471103.7023,90606.6564
213,912,1,cra1,3,3,14,7,10,1,0,0,10,1,30,1,0,0,10,0.6,471103.2085,90606.0458
212,911,1,cra1,3,3,14,7,0,0,0,0,5,2,0,0,0,0,1,0.4,471100.0909,90602.2658
141,294,1,cra1,3,3,14,7,0,0,5,2,5,2,0,0,0,0,2,0.8,471105.2734,90604.9494
558,287,1,cra1,3,3,14,7,0,0,0,0,5,2,0,0,0,0,1,0.4,471103.8033,90607.0574
10,218,1,cra1,3,3,14,7,0,0,1,1,0,0,10,2,0,0,2.2,0.6,471102.6957,90609.1163
209,98,1,cra1,3,3,14,7,0,0,0,0,25,2,0,0,10,2,7,0.8,471103.9067,90608.7735
732,55,1,faggr,1,1,11,5,5,0,1,2,5,2,1,2,25,2,7.4,1.6,471116.3821,92974.8836
175,2933,1,faggr,1,1,13,6,0,0,0,0,1,2,0,0,5,2,1.2,0.8,471467.4265,91087.754
156,2918,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,1,2,0.2,0.4,471472.2316,91087.8209
40,2128,1,faggr,1,1,13,6,0,0,1,2,0,0,0,0,0,0,0.2,0.4,471464.3561,91092.8795
38,2126,1,faggr,1,1,13,6,0,0,1,2,1,2,0,0,0,0,0.4,0.8,471470.2968,91086.823
37,2125,1,faggr,1,1,13,6,0,0,0,0,5,2,0,0,0,0,1,0.4,471468.9178,91086.2218
31,2121,1,faggr,1,1,13,6,10,2,25,2,10,2,0,0,0,0,9,1.2,471470.6323,91084.4066
14,2112,1,faggr,1,1,13,6,0,0,5,2,1,2,1,2,5,1,2.4,1.4,471470.0898,91082.4701
13,2111,1,faggr,1,1,13,6,0,0,25,1,10,1,5,1,1,1,8.2,0.8,471469.0793,91081.1933
348,1131,1,faggr,1,1,13,6,0,0,60,2,30,2,10,2,10,2,22,1.6,471466.5032,91080.869
253,949,1,faggr,1,1,13,6,0,0,1,2,0,0,1,1,0,0,0.4,0.6,471470.2241,91083.5802
132,867,1,faggr,1,1,13,6,0,0,10,1,1,1,1,2,1,1,2.6,1,471469.4192,91085.1453
113,846,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471467.9317,91082.8745
94,831,1,faggr,1,1,13,6,0,0,0,0,10,1,0,0,20,2,6,0.6,471465.7479,91078.5357
87,825,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471474.236,91081.8298
80,819,1,faggr,1,1,13,6,30,1,0,0,0,0,1,2,1,2,6.4,1,471473.4424,91082.5685
75,816,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471471.9236,91084.0367
74,815,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471470.7944,91083.5601
73,814,1,faggr,1,1,13,6,0,0,1,2,0,0,0,0,1,2,0.4,0.8,471470.6951,91085.0182
72,813,1,faggr,1,1,13,6,0,0,0,0,5,2,0,0,0,0,1,0.4,471470.9545,91084.0742
759,525,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471470.9999,91086.9211
757,523,1,faggr,1,1,13,6,25,2,25,2,0,0,0,0,10,2,12,1.2,471471.0689,91089.3843
747,516,1,faggr,1,1,13,6,0,0,5,2,1,2,0,0,0,0,1.2,0.8,471473.3676,91085.1033
145,297,1,faggr,1,1,13,6,5,2,0,0,0,0,0,0,0,0,1,0.4,471470.991,91089.5281
722,249,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,1,1,0.2,0.2,471471.0633,91087.6522
721,248,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471468.6943,91080.8288
719,247,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471473.7038,91077.9732
718,246,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471474.9523,91083.776
717,246,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471472.0657,91089.6097
716,245,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471468.455,91087.6991
8,216,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471472.1345,91087.0649
207,97,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471470.5845,91090.6657
65,86,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471471.4465,91089.5178
62,83,1,faggr,1,1,13,6,0,0,0,0,0,0,0,0,0,0,0,0,471470.6553,91088.7801
733,56,1,faggr,1,1,13,6,10,2,5,2,0,0,0,0,0,0,3,0.8,471471.5907,91089.392
261,957,1,fraam,1,1,9,4,0,0,0,0,0,0,1,1,0,0,0.2,0.2,471342.6026,93110.5219
260,956,1,fraam,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471334.2681,93109.7075
259,955,1,fraam,1,1,9,4,1,1,0,0,0,0,70,2,1,2,14.4,1,471345.2744,93102.331
258,954,1,fraam,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471346.8423,93102.6974
254,950,1,fraam,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471345.0745,93110.0531
245,941,1,fraam,1,1,9,4,1,1,1,1,1,1,5,1,0,0,1.6,0.8,471345.7218,93107.1947
244,940,1,fraam,1,1,9,4,1,2,1,1,1,1,1,1,0,0,0.8,1,471343.7762,93106.4313
243,939,1,fraam,1,1,9,4,5,1,1,1,5,1,5,1,0,0,3.2,0.8,471338.6922,93112.0881
241,938,1,fraam,1,1,9,4,0,0,0,0,5,2,1,2,5,2,2.2,1.2,471346.3056,93102.6692
240,937,1,fraam,1,1,9,4,5,1,5,1,5,1,10,1,0,0,5,0.8,471341.4904,93109.2103
235,932,1,fraam,1,1,9,4,0,0,1,1,0,0,1,1,0,0,0.4,0.4,471342.5134,93108.6266
234,931,1,fraam,1,1,9,4,0,0,1,2,1,2,0,0,0,0,0.4,0.8,471341.228,93109.2594
233,930,1,fraam,1,1,9,4,5,1,1,1,0,0,0,0,0,0,1.2,0.4,471337.3249,93112.6114
232,929,1,fraam,1,1,9,4,5,2,1,2,10,2,5,1,0,0,4.2,1.4,471343.2735,93110.9781
231,928,1,fraam,1,1,9,4,1,1,0,0,0,0,0,0,0,0,0.2,0.2,471346.4377,93106.834
225,924,1,fraam,1,1,9,4,0,0,5,1,0,0,10,1,0,0,3,0.4,471342.7517,93106.6314
224,923,1,fraam,1,1,9,4,20,1,30,1,5,1,5,1,0,0,12,0.8,471341.377,93107.8852
217,916,1,fraam,1,1,9,4,0,0,60,2,0,0,0,0,10,2,14,0.8,471339.3185,93108.8169
215,914,1,fraam,1,1,9,4,1,1,25,1,3,1,5,1,0,0,6.8,0.8,471343.3942,93110.7227
124,857,1,fraam,1,1,9,4,0,0,0,0,0,0,1,1,1,2,0.4,0.6,471342.4959,93110.473
104,838,1,fraam,1,1,9,4,1,1,1,1,30,1,0,0,0,0,6.4,0.6,471347.2806,93110.6786
325,119,1,fraam,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471347.8595,93101.4327
206,96,1,fraam,1,1,9,4,20,1,80,1,10,1,5,1,1,1,23.2,1,471346.7235,93103.937
205,95,1,fraam,1,1,9,4,1,1,0,0,0,0,0,0,0,0,0.2,0.2,471339.9361,93112.4872
203,93,1,fraam,1,1,9,4,5,2,5,1,0,0,0,0,0,0,2,0.6,471338.3815,93113.5329
312,9109,1,fraam,1,1,11,5,10,2,0,0,1,2,5,2,1,2,3.4,1.6,471114.2713,92973.9004
302,9100,1,fraam,1,1,11,5,0,0,25,2,10,2,0,0,5,2,8,1.2,471115.8155,92971.9986
329,1113,1,fraam,1,1,11,5,1,2,75,2,0,0,10,2,10,2,19.2,1.6,471114.1081,92974.1249
296,995,1,fraam,1,1,11,5,1,2,10,2,0,0,1,2,0,0,2.4,1.2,471113.8911,92971.7619
295,994,1,fraam,1,1,11,5,5,2,0,0,0,0,1,2,0,0,1.2,0.8,471109.7823,92973.1574
294,993,1,fraam,1,1,11,5,10,2,10,2,5,1,5,2,5,2,7,1.8,471111.8893,92970.1207
292,991,1,fraam,1,1,11,5,30,2,25,2,10,2,0,0,1,2,13.2,1.6,471112.2731,92970.7295
291,990,1,fraam,1,1,11,5,1,2,10,2,10,2,15,2,25,2,12.2,2,471114.8948,92972.5291
289,988,1,fraam,1,1,11,5,0,0,1,1,1,1,0,0,0,0,0.4,0.4,471111.9704,92969.8634
288,986,1,fraam,1,1,11,5,50,2,25,2,1,2,0,0,15,2,18.2,1.6,471114.5722,92968.4272
287,985,1,fraam,1,1,11,5,10,2,30,2,10,2,0,0,0,0,10,1.2,471115.0171,92968.6297
286,983,1,fraam,1,1,11,5,1,1,25,2,55,1,10,2,0,0,18.2,1.2,471113.6616,92968.0491
285,981,1,fraam,1,1,11,5,1,2,5,2,0,0,30,2,1,1,7.4,1.4,471114.1327,92970.0418
283,979,1,fraam,1,1,11,5,0,0,0,0,0,0,0,0,0,0,0,0,471115.5497,92969.5034
282,978,1,fraam,1,1,11,5,1,1,1,2,1,1,1,1,0,0,0.8,1,471116.7198,92969.1153
281,977,1,fraam,1,1,11,5,1,2,1,2,0,0,0,0,0,0,0.4,0.8,471118.0609,92970.5606
279,975,1,fraam,1,1,11,5,1,2,0,0,25,2,0,0,30,2,11.2,1.2,471118.7964,92972.2996
278,974,1,fraam,1,1,11,5,1,2,0,0,10,2,0,0,0,0,2.2,0.8,471117.6092,92971.2255
277,973,1,fraam,1,1,11,5,1,1,0,0,20,2,0,0,1,2,4.4,1,471117.2743,92971.4437
276,972,1,fraam,1,1,11,5,1,1,20,2,1,2,1,2,20,1,8.6,1.6,471119.4663,92969.6648
275,971,1,fraam,1,1,11,5,0,0,0,0,25,2,30,2,25,2,16,1.2,471121.7973,92973.4039
274,970,1,fraam,1,1,11,5,10,2,5,2,0,0,1,2,0,0,3.2,1.2,471120.6019,92970.4324
273,969,1,fraam,1,1,11,5,1,1,1,2,1,1,1,2,1,1,1,1.4,471118.0784,92973.4761
271,967,1,fraam,1,1,11,5,0,0,0,0,1,2,0,0,10,1,2.2,0.6,471123.6272,92970.5521
269,965,1,fraam,1,1,11,5,1,2,1,2,1,1,0,0,0,0,0.6,1,471123.5349,92970.8743
267,963,1,fraam,1,1,11,5,1,2,5,2,0,0,1,1,1,1,1.6,1.2,471117.8324,92973.1668
265,961,1,fraam,1,1,11,5,5,2,75,2,60,2,20,2,75,2,47,2,471119.4516,92972.5796
262,958,1,fraam,1,1,11,5,1,2,0,0,0,0,45,2,0,0,9.2,0.8,471120.0111,92971.6916
11,219,1,frape,1,1,9,4,60,1,70,1,0,0,0,0,0,0,26,0.4,471337.5885,93112.8812
166,2929,1,hamvi,3,3,9,4,50,2,5,1,40,1,10,2,10,1,23,1.4,471340.3641,93108.6331
160,2922,1,hamvi,3,3,9,4,10,1,5,2,0,0,0,0,0,0,3,0.6,471325.8491,93115.4036
159,2921,1,hamvi,3,3,9,4,60,1,45,1,50,1,10,1,0,0,33,0.8,471333.6904,93120.9758
20,2117,1,hamvi,3,3,9,4,1,1,1,1,0,0,0,0,0,0,0.4,0.4,471348.6887,93120.2416
637,1933,1,hamvi,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471346.3115,93112.7313
627,1924,1,hamvi,3,3,9,4,10,2,5,2,10,1,0,0,0,0,5,1,471340.997,93112.3159
619,1916,1,hamvi,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471342.2522,93109.634
126,860,1,hamvi,3,3,9,4,1,1,0,0,1,1,1,1,0,0,0.6,0.6,471343.479,93111.8448
123,856,1,hamvi,3,3,9,4,20,2,0,0,0,0,0,0,0,0,4,0.4,471342.6786,93110.2673
118,851,1,hamvi,3,3,9,4,5,1,5,1,5,1,1,1,5,1,4.2,1,471339.4896,93112.4631
89,827,1,hamvi,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471338.7336,93110.7821
86,825,1,hamvi,3,3,9,4,1,1,1,1,0,0,0,0,0,0,0.4,0.4,471337.6873,93114.7848
71,812,1,hamvi,3,3,9,4,1,1,1,1,0,0,0,0,0,0,0.4,0.4,471340.3729,93110.2147
787,201,1,hamvi,3,3,9,4,10,1,2,1,15,2,5,2,1,2,6.6,1.6,471339.6962,93108.7033
608,195,1,hamvi,3,3,9,4,5,1,5,1,1,2,1,1,1,1,2.6,1.2,471341.8444,93108.8108
605,192,1,hamvi,3,3,9,4,5,2,10,2,45,2,5,2,0,0,13,1.6,471341.1389,93111.9005
604,191,1,hamvi,3,3,9,4,1,2,0,0,0,0,0,0,1,2,0.4,0.8,471340.7429,93113.173
355,181,1,hamvi,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471342.3184,93109.5139
313,111,1,hamvi,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471336.7864,93113.0847
67,88,1,hamvi,3,3,9,4,10,2,10,2,0,0,1,2,0,0,4.2,1.2,471331.9136,93117.8926
66,87,1,hamvi,3,3,9,4,1,2,1,1,1,1,0,0,0,0,0.6,0.8,471342.1981,93110.6133
57,81,1,hamvi,3,3,9,4,1,1,0,0,1,1,5,1,5,1,2.4,0.8,471344.5864,93110.3778
474,1410,1,linbe,3,3,5,1,0,0,1,2,0,0,0,0,0,0,0.2,0.4,470179.1081,91610.2675
349,1132,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470180.6126,91611.6371
334,1117,1,linbe,3,3,5,1,0,0,0,0,0,0,25,2,1,1,5.2,0.6,470179.7624,91613.8469
246,942,1,linbe,3,3,5,1,25,1,0,0,30,1,1,1,0,0,11.2,0.6,470180.7047,91610.3709
242,939,1,linbe,3,3,5,1,0,0,5,2,1,2,0,0,1,2,1.4,1.2,470177.7502,91611.3777
192,710,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470176.3531,91611.3909
760,526,1,linbe,3,3,5,1,0,0,1,1,0,0,0,0,1,2,0.4,0.6,470179.8141,91616.4463
756,522,1,linbe,3,3,5,1,5,2,0,0,0,0,0,0,1,1,1.2,0.6,470180.7811,91616.9514
754,521,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470181.0678,91621.4149
752,520,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470183.4064,91617.9924
745,515,1,linbe,3,3,5,1,0,0,1,2,1,1,1,1,25,1,5.6,1,470180.7125,91611.5925
744,514,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470181.1376,91615.7348
565,289,1,linbe,3,3,5,1,5,1,1,1,1,1,0,0,1,1,1.6,0.8,470178.8801,91616.1511
560,288,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470182.4935,91615.3301
550,286,1,linbe,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,470184.7711,91612.4526
484,1415,1,linbe,3,3,7,2,50,2,45,2,10,2,0,0,0,0,21,1.2,471723.199,93835.9755
483,1415,1,linbe,3,3,7,2,5,2,10,2,0,0,0,0,0,0,3,0.8,471727.9725,93837.0166
482,1414,1,linbe,3,3,7,2,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471728.9867,93838.1175
480,1413,1,linbe,3,3,7,2,1,1,5,1,0,0,0,0,1,2,1.4,0.8,471729.8101,93839.0631
45,2134,1,linbe,3,3,8,3,1,1,0,0,1,1,0,0,1,1,0.6,0.6,471694.8765,93506.8173
29,2120,1,linbe,3,3,8,3,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471692.99,93504.8598
662,2118,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471692.3471,93510.0803
658,2116,1,linbe,3,3,8,3,5,2,1,2,1,2,0,0,0,0,1.4,1.2,471690.2253,93508.2914
660,2116,1,linbe,3,3,8,3,0,0,0,0,1,2,5,2,0,0,1.2,0.8,471687.2738,93500.6628
17,2114,1,linbe,3,3,8,3,5,2,5,2,10,2,10,2,0,0,6,1.6,471693.6273,93511.5522
15,2113,1,linbe,3,3,8,3,5,2,1,2,0,0,1,2,1,2,1.6,1.6,471691.3898,93505.5307
652,2110,1,linbe,3,3,8,3,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471692.2065,93501.2356
426,1730,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471691.3592,93499.37
424,1729,1,linbe,3,3,8,3,20,2,0,0,0,0,0,0,0,0,4,0.4,471690.4104,93500.834
422,1726,1,linbe,3,3,8,3,5,1,0,0,0,0,0,0,0,0,1,0.2,471688.6396,93498.9586
420,1724,1,linbe,3,3,8,3,5,2,1,2,10,1,0,0,0,0,3.2,1,471686.5321,93499.7049
417,1722,1,linbe,3,3,8,3,100,0,60,2,0,0,0,0,0,0,32,0.4,471695.1135,93499.4027
414,1720,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471691.9676,93499.836
534,1445,1,linbe,3,3,8,3,0,0,0,0,1,2,0,0,0,0,0.2,0.4,471699.5619,93509.0217
531,1444,1,linbe,3,3,8,3,0,0,50,1,0,0,0,0,0,0,10,0.2,471699.1893,93495.5063
529,1443,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471696.234,93497.3825
527,1440,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471695.398,93498.2801
526,1439,1,linbe,3,3,8,3,1,2,1,1,0,0,0,0,0,0,0.4,0.6,471697.4253,93497.7784
524,1438,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471699.5062,93498.1012
523,1437,1,linbe,3,3,8,3,1,2,1,2,5,2,0,0,1,2,1.6,1.6,471696.2845,93498.6741
522,1436,1,linbe,3,3,8,3,40,2,1,2,0,0,0,0,0,0,8.2,0.8,471700.8752,93502.2081
521,1435,1,linbe,3,3,8,3,5,2,1,2,0,0,0,0,0,0,1.2,0.8,471695.6918,93498.7667
520,1434,1,linbe,3,3,8,3,1,0,0,0,5,2,0,0,0,0,1.2,0.4,471701.0128,93499.4214
518,1433,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471699.8409,93499.282
516,1432,1,linbe,3,3,8,3,15,1,75,2,5,2,0,0,0,0,19,1,471698.666,93499.0882
515,1431,1,linbe,3,3,8,3,30,2,1,2,5,2,15,2,1,2,10.4,2,471693.7164,93501.1606
514,1430,1,linbe,3,3,8,3,0,0,0,0,0,0,5,2,0,0,1,0.4,471697.8016,93501.2056
513,1430,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471699.4876,93495.096
510,1429,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471699.7203,93496.8067
511,1429,1,linbe,3,3,8,3,1,2,1,2,1,1,0,0,0,0,0.6,1,471700.7524,93500.7989
509,1428,1,linbe,3,3,8,3,1,0,25,1,0,0,1,1,0,0,5.4,0.4,471699.0241,93498.4989
508,1427,1,linbe,3,3,8,3,10,2,1,2,0,0,0,0,0,0,2.2,0.8,471702.7215,93495.2508
506,1425,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471703.222,93495.3203
501,1423,1,linbe,3,3,8,3,40,1,10,2,0,0,30,1,0,0,16,0.8,471702.8495,93503.3413
497,1422,1,linbe,3,3,8,3,1,2,0,0,0,0,0,0,0,0,0.2,0.4,471702.6204,93494.1549
496,1421,1,linbe,3,3,8,3,5,1,0,0,1,2,0,0,1,1,1.4,0.8,471707.2055,93498.7348
495,1420,1,linbe,3,3,8,3,60,2,30,2,0,0,0,0,20,2,22,1.2,471709.9842,93498.3341
493,1418,1,linbe,3,3,8,3,5,2,1,2,0,0,0,0,1,2,1.4,1.2,471712.9706,93496.7307
492,1417,1,linbe,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,471705.7979,93492.2675
490,1416,1,linbe,3,3,8,3,0,0,0,0,0,0,1,1,0,0,0.2,0.2,471706.5854,93493.8515
307,9105,1,linbe,3,3,9,4,20,1,20,1,50,1,30,1,10,1,26,1,471345.9361,93110.0409
303,9101,1,linbe,3,3,9,4,1,1,0,0,5,1,0,0,0,0,1.2,0.4,471348.0233,93111.8093
157,2919,1,linbe,3,3,9,4,1,2,1,2,1,2,0,0,0,0,0.6,1.2,471348.5346,93109.7563
592,2819,1,linbe,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471347.8533,93109.8738
591,2818,1,linbe,3,3,9,4,5,1,1,1,1,1,5,1,0,0,2.4,0.8,471338.7902,93109.4946
588,2817,1,linbe,3,3,9,4,5,1,1,1,5,1,5,1,0,0,3.2,0.8,471343.7209,93111.7457
585,2816,1,linbe,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471347.268,93113.4548
581,2815,1,linbe,3,3,9,4,20,2,60,2,5,2,1,2,5,2,18.2,2,471343.5353,93111.1025
578,2814,1,linbe,3,3,9,4,10,1,10,1,0,0,0,0,0,0,4,0.4,471343.4922,93110.9811
575,2813,1,linbe,3,3,9,4,5,2,50,2,0,0,0,0,60,2,23,1.2,471344.3177,93117.0659
572,2812,1,linbe,3,3,9,4,50,1,0,0,0,0,0,0,0,0,10,0.2,471340.8799,93112.5856
567,2811,1,linbe,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471345.2926,93115.0649
51,2138,1,linbe,3,3,9,4,0,0,0,0,0,0,0,0,0,0,0,0,471337.7752,93117.3865
459,143,1,linbe,3,3,23,13,0,0,0,0,0,0,0,0,0,0,0,0,472205.1472,92153.0518
457,142,1,linbe,3,3,23,13,0,0,0,0,0,0,0,0,0,0,0,0,472207.634,92147.2388
204,94,1,linbe,3,3,23,13,1,2,5,1,0,0,0,0,1,1,1.4,0.8,472192.3372,92144.9979
187,75,1,linbe,3,3,23,13,5,2,5,2,1,2,0,0,10,2,4.2,1.6,472202.4953,92152.5941
183,73,1,linbe,3,3,23,13,0,0,1,1,5,1,0,0,1,2,1.4,0.8,472233.1675,92139.1994
728,51,1,linbe,3,3,23,13,0,0,10,2,5,2,0,0,10,2,5,1.2,472228.8207,92140.021
468,147,1,linbe,3,3,24,14,1,1,5,1,5,1,10,1,90,2,22.2,1.2,471575.3392,91560.9052
465,146,1,linbe,3,3,24,14,30,1,60,1,30,2,40,2,30,2,38,1.6,471576.7896,91565.1241
461,145,1,linbe,3,3,24,14,0,0,0,0,0,0,0,0,0,0,0,0,471582.8513,91562.1176
460,144,1,linbe,3,3,24,14,0,0,5,2,5,2,0,0,0,0,2,0.8,471588.368,91588.0107
538,282,1,linbe,3,3,28,15,0,0,1,1,0,0,0,0,0,0,0.2,0.2,470510.9502,92722.9648
779,236,1,linbe,3,3,28,15,0,0,1,1,1,1,5,1,0,0,1.4,0.6,470517.4871,92734.0077
778,235,1,linbe,3,3,28,15,0,0,0,0,0,0,1,1,0,0,0.2,0.2,470522.4486,92737.2587
775,235,1,linbe,3,3,28,15,0,0,0,0,0,0,0,0,1,1,0.2,0.2,470514.0201,92725.7291
776,235,1,linbe,3,3,28,15,0,0,0,0,0,0,0,0,0,0,0,0,470517.3215,92730.6364
774,234,1,linbe,3,3,28,15,0,0,5,1,1,1,0,0,0,0,1.2,0.4,470514.2589,92721.0543
644,213,1,linbe,3,3,28,15,0,0,0,0,0,0,0,0,0,0,0,0,470517.7391,92725.3731
394,174,1,linbe,3,3,28,15,0,0,0,0,1,1,1,1,0,0,0.4,0.4,470515.8954,92722.3836
444,158,1,linbe,3,3,28,15,0,0,25,2,0,0,0,0,0,0,5,0.4,470513.1626,92713.2464
443,156,1,linbe,3,3,28,15,0,0,0,0,1,1,0,0,1,2,0.4,0.6,470517.7341,92735.5728
442,155,1,linbe,3,3,28,15,0,0,1,2,1,1,1,2,0,0,0.6,1,470515.7017,92727.0711
441,154,1,linbe,3,3,28,15,5,2,0,0,1,2,5,2,1,1,2.4,1.4,470520.1954,92734.05
439,153,1,linbe,3,3,28,15,2,1,0,0,0,0,0,0,0,0,0.4,0.2,470513.9241,92720.3565
438,152,1,linbe,3,3,28,15,0,0,10,2,5,1,10,1,0,0,5,0.8,470513.8044,92724.3204
435,151,1,linbe,3,3,28,15,0,0,0,0,1,1,0,0,0,0,0.2,0.2,470502.7936,92727.7127
472,149,1,linbe,3,3,28,15,0,0,0,0,1,1,30,1,0,0,6.2,0.4,470511.6313,92721.2819
